Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
11/13/2020,91.6,0.5,2.8,52.5,113.3,109.5,118,102.2,78.6,60.2,60.5,92.4,90.1,105.8,30.1,42.9,54.1,96.5,0,0,0,0.1,0.5,1.1,2.8,6.1,0.5,0.6,0.6,0.1,0.5,0.6,0.1,0.3,0.8,1.2,2.1,3.7,6.8,10,16.1,2.8,2.8,2.9,1.3,3.8,2,1.6,2480,14.1,76.6,288.1,626.7,499.7,397,319.7,206.7,93.6,48.4,1280.6,1189,821.7,54.1,336.3,486.7,115.3,0,0.1,0.1,0.3,1.4,3,4.3,4.9,6.6,7.6,4.6,0.1,4.1,5,0.1,1.9,4.3,5.3,7,11.7,18,15.6,12.9,39.4,37.1,22.1,2.3,29.6,18.4,1.9
05/27/2020,19.8,1.1,2.4,8.4,19.8,19.9,27.3,26.2,23.1,20.6,28.4,20,19.1,31.3,5.8,12.5,5.1,17.1,0,0,0.2,0.3,0.9,2.8,5.4,9.8,0.9,1.2,1.3,0.4,1.3,0.8,0.1,0.2,1,1.4,2.1,3.2,5.5,6.2,11.8,2.2,2.6,3.1,1.4,3.4,0.8,1.4,535.9,28.4,63.7,46.3,109.6,90.9,91.7,82,60.7,32,22.7,277.4,251.6,243.3,10.4,97.9,45.9,20.4,0,0.1,0.7,1,2.9,7.4,8.4,7.9,12.7,15.7,9.9,0.7,10.6,7.1,0.1,1.1,5.6,6.3,7.1,10,14.6,9.6,9.4,30,33.7,23.7,2.6,26.9,7,1.7
05/28/2020,18.3,1,2.2,7.5,18.1,18.4,26.3,23.8,22.2,18.4,25,18.4,17.8,28.4,4.4,12.1,5.2,15.3,0,0,0.1,0.3,1,2.2,4.8,10.7,0.9,1.1,1.1,0.3,1.4,0.7,0.1,0.3,0.9,1.2,1.8,3,5.2,5.5,12.7,2.1,2.4,2.9,1,3.2,0.8,1.2,495.7,26.7,59.9,41.4,100.3,84,88.6,74.4,58.4,28.6,20,255,235.3,220.7,8,95.1,46.4,18.3,0,0.1,0.6,1.1,3.1,5.7,7.4,8.6,12.3,14.4,8.9,0.6,10.7,6.4,0.1,1.4,5.1,5.4,6.1,9.4,13.6,8.6,10.1,28.6,31.3,22.6,1.7,24.9,7.4,1.4
07/04/2020,7.5,0.2,0.8,3.1,12,8.7,8.7,7,6,4,7.5,8,6.8,8.6,1.5,5.9,4.4,4.9,0,0,0,0.2,0.1,0.7,0.8,2.9,0.2,0.2,0.4,0,0.3,0.1,0.1,0.2,0.5,0.2,0.8,1.2,1.4,1.5,4.1,0.7,0.8,0.8,0.2,1.2,0.4,0.4,202,6.3,20.4,16.9,66.1,39.7,29.3,21.9,15.9,6.3,6,110.6,90.3,67,2.7,46.4,39.4,5.9,0,0,0,0.6,0.4,1.7,1.3,2.3,3.1,3.1,2.9,0,2.1,1.1,0.1,1.3,2.6,1,2.6,3.7,3.7,2.3,3.3,10.1,10.3,5.9,0.3,9.3,3.7,0.4
08/14/2020,11.7,0.1,0.6,7.1,16.3,13.3,16,11.6,8.9,5.9,7.1,11.7,11.6,17.4,2.9,7.5,7.7,10.3,0,0,0,0,0.1,0.1,0.8,0.9,0.1,0.2,0.2,0.1,0.1,0,0,0.1,0.3,0.3,0.6,0.6,1.6,1.7,3.2,0.6,0.6,0.5,0.2,1,0.3,0.4,317.4,2.9,16.4,38.7,89.9,60.7,53.7,36.3,23.3,9.1,5.7,161.9,153.3,135,5.3,58.6,69,12.3,0,0,0,0.1,0.4,0.3,1.3,0.7,0.7,2.1,1.3,0.1,1,0.4,0,0.4,1.6,1.1,2,2,4.1,2.6,2.6,8.9,7.6,4.1,0.4,8.1,3,0.4
08/15/2020,12,0.1,0.6,6.9,16.5,13.7,15.8,12.3,9.2,6.6,6.6,11.8,12,17.6,2.9,7.7,8,10.2,0,0,0,0,0.1,0.1,0.9,1.3,0.1,0.2,0.1,0.1,0.2,0.1,0,0.1,0.4,0.3,0.5,0.7,1.4,2,2.9,0.7,0.6,0.5,0.2,1.1,0.4,0.4,323.6,3.1,17,38.1,91,62.7,53.3,38.6,24.3,10.3,5.3,163.3,158,136.4,5.3,60.3,71.9,12.1,0,0,0,0.1,0.3,0.3,1.4,1,1.1,2,1,0.1,1.3,0.7,0,0.4,2.1,1.4,1.7,2.1,3.7,3.1,2.3,9.3,7.7,4,0.3,8.6,3.4,0.4
08/20/2020,13.2,0.1,0.6,7.9,18.9,14.8,14.9,14.9,9.8,8.6,6.4,13.2,13,19.6,3.5,7.6,9.2,11,0,0,0,0.1,0.1,0.3,0.6,1.1,0.1,0.1,0.1,0,0.2,0.1,0,0,0.4,0.4,0.4,0.7,0.9,2.1,1.8,0.6,0.5,0.6,0.2,0.9,0.3,0.1,357,3.3,15,43.6,104.6,67.6,50,46.7,25.9,13.4,5.1,182.9,171.6,152.3,6.3,59.7,82.9,13.1,0,0,0.1,0.4,0.3,0.7,0.9,0.9,1.7,1.6,0.7,0,1.4,1.1,0,0.1,2.1,1.9,1.4,2.3,2.4,3.3,1.4,8.3,6.6,4.6,0.3,7,3,0.1
11/15/2020,89.2,0.5,2.7,51.1,109.2,105.3,115.2,100.1,79.1,61.3,57.5,90,87.6,99.1,30.4,41.9,52.4,96.1,0,0,0,0.1,0.4,1.5,3.1,5.5,0.5,0.6,0.7,0.2,0.6,0.5,0.1,0.3,0.6,1.3,1.8,3,6.9,10.5,15.2,2.7,2.7,2.8,1,3.5,2,1.9,2415,14.9,73,280.7,603.6,480.4,387.6,313.1,208.1,95.3,46,1248,1156.7,769.4,54.7,328.6,471.9,114.9,0,0,0,0.4,1.3,3.9,4.9,4.4,7.3,7.6,5.3,0.3,4.6,4.4,0.1,1.6,3.4,5.9,6.1,9.4,18.1,16.3,12.1,37.4,35.6,21.4,1.9,27.7,17.7,2.3
11/17/2020,81,0.6,2.8,45.8,97,95.1,105.5,91.8,73.4,57,57,82.3,78.9,86.8,27.8,38.9,45.4,87.7,0,0,0,0.1,0.7,2.1,2.9,6.1,0.5,0.8,1,0.4,0.6,0.5,0.1,0.3,1,1.1,1.9,2.6,7.1,10,17.3,2.7,2.8,2.8,1.4,3.7,1.9,2.3,2191.3,17.6,74.4,251.7,536.1,434,354.9,287.3,193,88.6,45.6,1140.9,1041.7,674.4,50,305.1,408.9,104.7,0,0,0.1,0.4,2.3,5.4,4.4,4.9,7.4,10.1,7.4,0.7,5,4.1,0.1,1.6,5.3,5.1,6.4,8,18.6,15.6,13.9,37.6,36.9,21.6,2.6,29.1,17.1,2.7
09/06/2020,11.8,0.1,0.5,7,16.9,13.6,13.6,12.1,9.2,6.7,7.7,12.1,11.4,17.2,2.9,6.4,8.1,6.7,0,0,0.1,0,0.2,0.2,0.4,1.1,0.1,0.1,0.2,0.1,0.1,0,0,0.1,0.4,0.3,0.8,0.6,1,1.1,2.7,0.6,0.5,0.7,0.1,0.8,0.3,0.5,319,2.7,14.9,38.6,93.7,62.3,45.7,38,24.1,10.4,6.1,167.6,150.6,133.4,5.1,50.1,73,8,0,0,0.3,0,0.6,0.4,0.6,0.9,0.9,1.9,1.4,0.1,0.7,0.4,0,0.3,2,1.6,2.7,1.9,2.6,1.7,2.1,7.9,7,5.6,0.1,6.1,2.4,0.6
07/08/2020,8,0.2,0.7,3.9,12,9.8,9.6,8,6.1,4.9,4.6,8.5,7.4,8,3.3,6.8,4.5,6.8,0,0,0,0,0.1,0.7,0.4,2,0.2,0.2,0.3,0,0.2,0.1,0.1,0.2,0.4,0.4,0.7,1,1,1.8,3.2,0.6,0.8,0.5,0.4,1.1,0.5,0.5,217.1,4.6,18.7,21.3,66.4,44.7,32.3,25,16.1,7.6,3.7,118.4,97.1,61.9,5.9,53.6,40.9,8.1,0,0,0,0.1,0.4,1.9,0.6,1.6,2.4,2.1,2.1,0,1.6,0.7,0.1,1,2.4,1.7,2.4,3,2.7,2.9,2.6,8.4,10.3,3.7,0.7,8.6,4.1,0.6
09/09/2020,10.1,0.1,0.5,5.6,15,12,11.3,10.1,8.4,5.7,6.3,10.2,10,15.8,3.1,5.4,7,4.8,0,0,0.1,0,0.1,0.1,0.6,0.9,0.1,0.1,0.2,0,0.1,0,0,0,0.3,0.3,0.6,0.5,0.9,1.7,2.3,0.5,0.5,0.8,0,0.6,0.2,0.2,274.6,2.6,13.7,31,83,54.9,38.1,31.7,22,8.9,5,141.4,132.6,122.6,5.6,42.1,62.7,5.7,0,0,0.3,0,0.4,0.3,0.9,0.7,1,1.6,1.7,0,0.6,0.3,0,0.1,1.4,1.4,2.1,1.7,2.4,2.6,1.9,7.4,6.3,6.3,0,5,2,0.3
07/05/2020,7.4,0.2,0.7,3,11.8,8.6,8.4,7,6,4,7.1,7.9,6.7,8.5,1.4,5.9,4.3,4.9,0,0,0,0.2,0.2,0.6,0.8,2.5,0.2,0.3,0.3,0,0.3,0.1,0.1,0.2,0.4,0.3,0.8,1.1,1.3,1.2,3.6,0.6,0.8,0.7,0.2,1.1,0.4,0.4,199,6,19,16.6,65.1,39.3,28.4,22,15.7,6.1,5.7,109,88.7,65.7,2.6,46.3,38.7,5.9,0,0,0,0.6,0.6,1.6,1.3,2,2.6,3.4,2.7,0,2,1.1,0.1,1.3,2.3,1.1,2.7,3.4,3.4,1.9,2.9,8.4,10.6,5.4,0.4,8.3,3.6,0.4
09/10/2020,10.1,0.1,0.5,5.3,15.5,12.3,11,9.5,8.6,5,5.9,10.3,9.8,15.6,3.3,5.1,7.2,4.7,0,0,0.1,0,0.1,0.2,0.6,0.7,0.1,0.1,0.2,0,0.1,0,0,0,0.3,0.3,0.7,0.5,1,1.6,2.1,0.6,0.4,0.8,0,0.7,0.2,0.1,273.1,2.4,13.6,29.1,85.9,56.1,37.1,29.9,22.6,7.7,4.7,142.7,129.7,121.4,5.9,40.3,65.1,5.6,0,0,0.3,0,0.3,0.4,0.9,0.6,1,1.4,1.4,0,0.6,0.4,0,0.1,1.4,1.3,2.3,1.7,2.6,2.4,1.7,8,5.6,6.3,0,5.1,1.9,0.1
09/11/2020,9.8,0.1,0.5,5,15.3,12.3,10.5,9.5,7.9,4.8,4.6,9.9,9.6,15,2.8,4.6,7.2,5.4,0,0,0.1,0,0.2,0.2,0.6,0.7,0.1,0.2,0.3,0,0.1,0,0,0,0.2,0.3,0.6,0.6,1.1,1.4,2,0.5,0.5,0.8,0.1,0.6,0.2,0.1,265.6,2.9,13.6,27.7,84.6,56.1,35.4,29.7,20.9,7.4,3.7,137.7,127.3,116.1,5,36.3,65.1,6.4,0,0,0.4,0,0.6,0.4,0.9,0.6,0.9,2,2,0,0.6,0.3,0,0.1,1.3,1.4,2,2,3,2.1,1.6,7.4,6.1,6.6,0.1,4.6,2,0.1
07/09/2020,8.2,0.2,0.7,3.9,12.4,10.2,9.6,8.3,6.1,4.6,4.1,8.5,7.8,8,3,7.3,4.7,7.2,0,0,0,0,0.1,0.8,0.6,1.4,0.2,0.2,0.3,0,0.2,0.1,0.1,0.2,0.4,0.4,0.6,1.4,1.1,1.9,2.9,0.6,0.8,0.5,0.6,1.2,0.4,0.4,221.6,4.7,19.9,21.6,68.4,46.7,32.4,25.9,16.1,7.1,3.3,117.1,102.7,62.3,5.4,57.4,42.4,8.6,0,0,0,0.1,0.4,2,1,1.1,2.6,2.1,2.1,0,1.6,0.9,0.1,1,2.3,1.9,2.1,4.3,3,3,2.3,8.9,11,3.9,1,9.7,4,0.4
09/12/2020,9.5,0.1,0.5,4.7,14.5,12.1,10.1,9.4,7.6,4.7,4.6,9.7,9.2,14.1,3.2,4.5,7,5.4,0,0,0.1,0,0.1,0.2,0.5,0.5,0.1,0.1,0.2,0,0,0,0,0,0.2,0.3,0.6,0.6,1,1.2,1.4,0.5,0.4,0.8,0.2,0.5,0.1,0.1,256,2.3,12.3,26,80.3,55.3,34.1,29.3,20,7.3,3.7,134,121.1,109.3,5.7,35.4,63.4,6.4,0,0,0.3,0,0.4,0.4,0.7,0.4,0.7,1.6,1.7,0,0.3,0.3,0,0.1,1.3,1.3,2,2,2.6,1.9,1.1,6.6,5.7,6.4,0.3,4.1,1.1,0.1
07/10/2020,9.1,0.2,0.7,4.5,14.1,11.4,10.7,8.5,6.2,5.4,4.3,9.1,8.9,9.1,3.3,8.3,5.3,7.4,0,0,0,0,0.2,0.7,0.7,1.3,0.2,0.2,0.3,0,0.2,0.1,0.1,0.1,0.5,0.5,0.4,1.4,1,2.5,3.2,0.7,0.8,0.5,0.6,1.3,0.4,0.2,245.7,4.9,20,24.6,78.1,52.1,36,26.7,16.3,8.4,3.4,125.9,118,70.9,6,65.1,47.3,8.9,0,0,0,0.1,0.7,1.9,1.1,1,2.3,2.6,2.4,0,1.3,1,0.1,0.4,2.6,2.1,1.4,4.4,2.6,3.9,2.6,9.1,10.9,4,1,10,4,0.3
09/13/2020,9.4,0.1,0.5,4.7,14.3,12.1,10.2,9.1,7.6,4.7,3.8,9.6,9.1,13.7,3.3,4.3,7.1,5.6,0,0,0,0,0.1,0.2,0.5,0.9,0.1,0.1,0.2,0,0.1,0,0,0.1,0.3,0.3,0.6,0.8,1,1.2,1.4,0.5,0.5,0.9,0.2,0.5,0.2,0.1,253.1,2.4,13.7,25.6,79.3,55.3,34.4,28.4,19.9,7.3,3,132.4,120,106.7,6,33.6,63.7,6.7,0,0,0.1,0,0.4,0.4,0.7,0.7,1,1.4,1.6,0,0.6,0.3,0,0.4,1.7,1.4,1.9,2.6,2.7,1.9,1.1,7.4,6.3,7.1,0.3,4.1,1.9,0.1
07/11/2020,9.6,0.2,0.8,4.5,15.5,11.8,11.1,8.9,6.5,6,4.1,9.6,9.5,9.5,3.5,8.8,5.6,8.6,0,0,0,0,0.2,0.6,0.7,0.9,0.2,0.2,0.2,0,0.2,0.1,0,0,0.6,0.5,0.4,1.2,1.1,2.7,3,0.6,0.9,0.6,0.6,1.3,0.4,0.1,258.9,4.4,20.4,24.7,85.7,53.9,37.3,27.7,17,9.3,3.3,132.4,124.9,74,6.3,68.9,50.4,10.3,0,0.1,0,0.1,0.7,1.6,1.1,0.7,2.1,2.3,1.9,0,1.6,1,0,0.1,3.3,2.3,1.4,3.9,2.9,4.1,2.4,9,11.4,4.4,1,10.6,4,0.1
07/12/2020,9.6,0.2,0.8,4.5,15.6,11.7,11.3,8.9,6.2,6.4,4.5,9.5,9.6,9.6,3.8,8.9,5.6,8.3,0,0,0,0,0.2,0.7,0.7,1.3,0.2,0.2,0.2,0,0.2,0.1,0,0.1,0.6,0.5,0.3,1.2,1.1,3,2.7,0.7,0.8,0.5,0.6,1.4,0.4,0.1,260,4.6,20.4,24.9,86.3,53.3,38,27.7,16.3,10,3.6,132.3,126.3,74.4,6.9,69.6,50.4,9.9,0,0.1,0,0,0.6,1.7,1.1,1,2.4,2.1,1.7,0,1.6,1.3,0,0.3,3.3,2.1,1,3.9,3,4.7,2.1,9.3,11.1,4.1,1.1,11.1,3.6,0.1
09/19/2020,11.6,0.1,0.6,6.9,16.5,14.7,12.8,11.7,9.1,5.2,6.4,11.6,11.5,16.5,4.1,5.3,8.7,8.4,0,0,0,0,0,0.2,0.4,1.6,0.1,0.1,0.1,0,0.1,0.1,0.1,0.2,0.3,0.2,0.4,0.7,1.5,1.7,2.5,0.6,0.5,0.8,0.1,0.6,0.5,0.1,313.3,2.4,15.9,38,91.3,67.3,43.1,36.6,23.9,8,5.1,160.3,152.3,128.1,7.3,41.4,78.7,10,0,0,0,0,0.1,0.4,0.6,1.3,1.4,1,0.9,0,0.9,0.6,0.1,1,1.9,1,1.4,2.1,3.9,2.6,2,9,6.6,6.3,0.1,4.6,4.1,0.1
07/13/2020,9.9,0.2,0.8,4.9,16.1,11.8,11.5,8.9,6.7,6.1,6.1,10,9.7,10.3,3.5,9.3,5.8,8.4,0,0.1,0,0,0.1,0.6,0.7,1.1,0.1,0.2,0.2,0,0.2,0.1,0,0.1,0.6,0.5,0.3,1.3,1.2,2.9,2.5,0.7,0.9,0.6,0.7,1.4,0.4,0.2,267.7,4.3,21.3,26.7,89,53.7,38.6,27.7,17.7,9.4,4.9,138.7,128.1,80,6.3,72.6,51.9,10,0,0.3,0,0,0.4,1.6,1.1,0.9,2,2.3,1.7,0,1.4,1.1,0,0.6,3.4,2.4,1,4.1,3.1,4.6,2,9.7,11.6,5,1.3,11,3.4,0.3
10/04/2020,12.8,0.1,0.7,7.6,17.2,15.1,14.4,13.9,9.3,10.5,8.4,12.5,12.9,16.8,4.2,5.5,9.1,13.9,0,0,0,0,0.2,0.3,0.6,1.3,0.1,0.2,0.2,0.1,0.1,0.1,0,0.1,0.3,0.6,0.5,0.8,1.3,2,3,0.6,0.7,0.7,0.4,0.8,0.4,0.6,345.1,3.7,17.9,41.7,95.3,68.7,48.4,43.4,24.6,16.3,6.7,173.3,170.4,130.9,7.6,43.3,81.7,16.6,0,0,0.1,0.1,0.6,0.9,1,1,1.3,2.4,1.7,0.1,1.1,0.7,0,0.4,1.6,2.7,1.6,2.6,3.4,3.1,2.4,9,8.9,5.7,0.7,6.6,3.9,0.7
10/05/2020,13.5,0.1,0.6,7.5,18.7,16.3,15.5,14.5,9.2,11.2,7.1,13,13.8,17.3,5,6.4,9.6,15.1,0,0,0,0,0.2,0.3,0.7,1.6,0.1,0.2,0.2,0.1,0.1,0.1,0,0.1,0.2,0.7,0.4,0.6,1.4,2.1,2.3,0.6,0.6,0.8,0.4,0.8,0.4,0.4,364,3.9,16.9,41.3,103.4,74.4,52,45.4,24.3,17.4,5.7,180.3,182.7,134,9,49.9,86,18,0,0,0.1,0,0.6,0.7,1.1,1.3,1.6,2.3,1.6,0.1,1,1,0,0.4,1.3,3,1.4,2,3.6,3.3,1.9,8.3,8.6,5.9,0.7,6,3.7,0.4
07/23/2020,10.1,0.1,0.7,5.5,14.6,12.9,12.2,9.4,7.2,6.5,5.9,10.3,9.8,12.3,3.4,8.8,6.2,9.7,0,0,0,0.1,0.2,0.3,0.5,0.7,0.1,0.1,0.2,0,0.1,0.1,0,0.1,0.4,0.6,1.1,0.7,1.1,2.3,2.5,0.8,0.7,0.7,0.2,1.3,0.3,0.2,274.1,3.1,20.1,30.3,81,58.7,41,29.3,19,10.1,4.7,142.6,129.4,95.6,6.1,69.3,56,11.6,0,0,0.1,0.4,0.6,0.7,0.7,0.6,1.4,1.7,1.6,0,0.9,0.7,0,0.6,2.4,2.9,3.6,2.1,3,3.6,2,11.4,8.7,5.4,0.4,10.4,2.9,0.3
07/24/2020,10.2,0.1,0.7,5.6,14.7,13.2,12.1,9.5,7.2,6.3,7,10.6,9.7,12.3,3.9,8.8,6.4,9.4,0,0,0.1,0.1,0.1,0.3,0.5,0.5,0.1,0.1,0.2,0,0.1,0.1,0,0.1,0.4,0.6,1.1,0.7,1.2,2.3,2.7,0.8,0.7,0.8,0.3,1.3,0.3,0.2,277.1,3.1,20.1,30.7,81.1,60.1,40.9,29.9,19,9.9,5.6,146.7,128.4,95.6,7,69,57.6,11.3,0,0,0.3,0.4,0.4,0.9,0.7,0.4,1.3,1.9,1.7,0,0.7,0.7,0,0.6,2.3,2.6,3.6,2.3,3.1,3.6,2.1,11.3,8.9,6,0.6,10,2.7,0.3
07/25/2020,10.4,0.1,0.8,6,14.6,13.4,12.3,9.4,7.1,6.7,7,10.8,9.8,12.6,4.4,8.6,6.6,9.8,0,0,0.1,0.2,0.1,0.4,0.5,0.7,0.1,0.2,0.2,0,0.1,0.1,0,0.1,0.4,0.6,1.1,0.7,1.3,2.2,2.9,0.8,0.7,0.8,0.3,1.3,0.3,0.2,280.7,3.7,20.9,33,80.9,61.3,41.4,29.4,18.7,10.4,5.6,149.3,129.4,98.1,7.9,67.7,59.1,11.7,0,0,0.3,0.6,0.4,1.1,0.7,0.6,1.6,2.1,1.7,0,1.1,0.9,0,0.6,2.1,2.9,3.9,2.3,3.4,3.4,2.3,11.7,9.1,6.1,0.6,10.3,3,0.3
11/18/2020,80.1,0.7,2.6,46.5,94.1,93.2,106.4,90.7,72.4,58.5,54.1,81.1,78.4,90.1,26.5,39.2,43.8,82,0,0,0.1,0.1,0.8,2,3,6.8,0.6,0.8,1,0.4,0.6,0.5,0.1,0.3,0.9,1.1,1.9,2.6,6.4,9.9,16.8,2.6,2.7,2.7,1.6,3.6,1.7,2.4,2167.4,18.7,71.6,255.4,520.1,425.1,358.1,284,190.3,90.9,43.3,1124.3,1035.4,699.4,47.6,307.6,393.9,98,0,0,0.4,0.4,2.4,5.3,4.7,5.4,8.3,10.4,7.9,0.7,5,4.9,0.1,1.6,5,4.9,6.4,8,16.9,15.4,13.4,35.7,35.9,21.3,2.9,27.9,15.6,2.9
07/17/2020,9.5,0.1,0.7,4.9,14.4,11.2,11,9,7.1,6.6,7,10.1,8.8,11.8,2.4,8.6,5.2,8.4,0,0.1,0,0,0.2,0.3,0.4,1.4,0.1,0.2,0.1,0.1,0.2,0.1,0,0.1,0.7,0.5,0.7,0.8,1.2,2.2,1.4,0.7,0.7,0.7,0.4,1.2,0.3,0.4,257.3,3.4,19,27.1,79.4,51.1,37,28.1,18.6,10.3,5.6,140.3,116,91.6,4.3,67.1,46.9,10,0,0.3,0,0,0.7,0.7,0.6,1.1,1.4,2,0.9,0.1,1.6,0.7,0,0.4,4,2.1,2.3,2.4,3.1,3.4,1.1,10.1,8.9,5.4,0.7,9.4,2.9,0.4
07/26/2020,10.4,0.2,0.7,5.8,14.5,13.5,12.4,9.5,7.2,6.5,7.1,10.7,9.8,12.7,4.4,8.4,6.6,9.9,0,0,0.1,0.1,0.2,0.4,0.6,1.3,0.1,0.2,0.2,0,0.2,0.1,0,0.1,0.4,0.7,1,0.7,1.4,2.1,3,0.8,0.7,0.8,0.3,1.2,0.3,0.2,280.3,4.3,20.3,32,80.3,61.6,41.7,29.9,19,10.1,5.7,148.7,129.7,98.4,8,65.7,59.6,11.9,0,0,0.3,0.4,0.6,1.1,0.9,1,1.9,2.4,1.7,0,1.4,1.1,0,0.3,2.1,3,3.4,2.1,3.6,3.3,2.4,11.1,9.1,6.6,0.6,9.4,3,0.3
07/18/2020,9.4,0.1,0.7,5,13.5,11.3,11,9.3,6.9,6.3,7.5,9.9,8.7,11.9,2.2,8.5,5,7.4,0,0,0,0,0.3,0.3,0.4,1.6,0.1,0.2,0.1,0.1,0.2,0.1,0,0.1,0.6,0.5,0.7,0.8,1.1,2.2,1.6,0.7,0.6,0.6,0.4,1.1,0.3,0.5,254,3.7,18.4,27.7,74.9,51.6,36.9,29,18.1,9.9,6,137.7,115.3,92.6,4,67,44.7,8.9,0,0.1,0,0,0.9,0.9,0.6,1.3,1.7,2,1.1,0.1,1.3,1,0,0.4,3.4,2.1,2.3,2.4,3,3.4,1.3,10.1,8.3,5,0.7,9,3,0.6
07/19/2020,9.4,0.1,0.7,5.2,13.4,11.6,10.5,9.4,7.1,6.3,7.3,9.9,8.7,11.9,2.1,8.7,5,7.3,0,0,0,0,0.3,0.3,0.4,1.3,0.1,0.1,0.2,0.1,0.2,0.1,0,0.1,0.6,0.5,0.8,0.9,1.1,1.8,1.8,0.8,0.6,0.6,0.2,1.2,0.4,0.5,254.3,3.4,18.9,28.7,74,52.7,35.4,29.3,18.6,9.7,5.9,137.7,115.4,92.4,3.7,68,45.4,8.7,0,0.1,0,0.1,0.9,0.7,0.6,1,1.6,1.9,1.3,0.1,1.3,0.6,0,0.6,3.3,2.3,2.7,2.9,2.9,2.9,1.4,10.7,8.1,4.9,0.4,9.4,3.3,0.6
07/28/2020,10.4,0.1,0.6,6.1,14.9,13.3,12.7,9.4,6.7,6.6,7.7,11.1,9.5,14,5.2,8,6.2,7.9,0,0,0,0.1,0.2,0.3,0.6,1.4,0.1,0.2,0.2,0,0.2,0.1,0,0.1,0.4,0.6,0.8,0.7,0.9,1.7,2.9,0.7,0.6,0.7,0.5,1,0.3,0.2,282.1,4,17.3,33.3,82.1,60.7,42.6,29.4,17.6,10.3,6.1,154.1,125.9,108.9,9.4,62.4,56,9.4,0,0,0.1,0.4,0.6,0.7,1,1.1,1.7,2.3,1.3,0,1.6,1.1,0,0.3,2.1,2.9,2.6,2.3,2.3,2.6,2.3,9.4,7.9,5.7,0.9,7.7,2.6,0.3
10/09/2020,17.4,0.1,0.4,9.5,24.3,21.6,20.8,18.3,13.1,11.3,8.6,16.9,17.9,21.7,5.4,8.4,13.1,15.2,0,0,0,0.1,0,0.2,0.3,2,0.1,0.1,0.1,0.1,0.1,0.1,0,0.1,0.3,0.3,0.3,0.3,0.9,1.5,1.8,0.3,0.5,0.4,0.2,0.6,0.4,0.2,471.4,3.1,11.7,52.1,134.4,98.6,70.1,57.1,34.6,17.6,6.9,234.1,236.1,168.7,9.7,66,117.7,18.1,0,0,0,0.4,0.1,0.6,0.4,1.6,1.4,1.7,0.7,0.1,0.7,1.3,0,0.4,1.9,1.6,1,0.9,2.3,2.3,1.4,4.7,7,3.3,0.3,4.4,3.3,0.3
