Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
10/10/2020,18.6,0.1,0.4,9.9,25.8,23.6,22.3,19.7,13.9,11.3,9.3,18,19.1,23.1,5.7,8.7,14,16.5,0,0,0,0.1,0,0.3,0.4,1.8,0.1,0.1,0,0.2,0.1,0.2,0,0.1,0.3,0.3,0.3,0.4,0.6,1.5,2.1,0.4,0.5,0.3,0.2,0.5,0.4,0.2,502.7,3.3,11.3,54.1,142.7,107.6,75,61.7,36.6,17.6,7.4,249.7,251.7,179.6,10.3,68.6,126.3,19.7,0,0,0,0.4,0.1,0.7,0.6,1.4,1.6,1.7,0.3,0.3,0.9,1.6,0,0.4,1.9,1.1,1.1,1.1,1.6,2.3,1.7,4.9,6.4,2.6,0.3,4.1,3.7,0.3
10/12/2020,20,0.1,0.5,10.4,27.8,24.8,24.5,21.4,16,11.9,11.1,19.2,20.7,24,6.7,9.1,15.8,19.7,0,0,0,0.2,0.1,0.3,0.4,1.1,0.1,0.2,0.1,0.2,0.1,0.1,0,0.1,0.4,0.3,0.6,0.7,0.9,1.4,2.7,0.5,0.6,0.5,0.3,0.6,0.5,0.1,542.3,3.3,14.6,56.9,153.9,113,82.3,67,42,18.4,8.9,266.6,273.6,186.3,12,71,142.3,23.6,0,0,0,0.6,0.4,0.9,0.6,0.9,1.1,2.1,0.9,0.3,1,1,0,0.4,2,1.3,2,2.1,2.4,2.1,2.1,6.3,8.3,3.6,0.6,4.4,4.7,0.1
10/11/2020,19.4,0.1,0.5,9.9,27.3,24.6,23.3,20.3,14.8,11,10,18.7,20,23.9,5.8,9.2,14.9,17.1,0,0,0,0.1,0.1,0.3,0.3,1.4,0.1,0.2,0.1,0.2,0.1,0.1,0,0.1,0.3,0.3,0.5,0.5,0.9,1.3,2.5,0.4,0.6,0.5,0.2,0.5,0.5,0.1,523.9,3.1,13.1,54.6,151,112.4,78.3,63.4,39,17.1,8,258.7,263.7,186,10.4,71.9,134.1,20.4,0,0,0,0.4,0.3,0.9,0.4,1.1,1.1,2,0.4,0.3,0.9,1.3,0,0.4,1.9,1.6,1.6,1.4,2.3,2,2,5.9,7.3,3.6,0.4,4.1,4.3,0.1
10/13/2020,21.8,0.1,0.6,11.1,29.9,27.5,26.2,23.1,17.4,12.5,13.6,20.8,22.5,27.1,7,10.1,16.4,21.9,0,0,0,0.2,0.1,0.4,0.6,1.1,0.1,0.2,0.1,0.2,0.2,0.1,0,0.1,0.3,0.3,0.7,0.7,1,1.4,3,0.5,0.6,0.4,0.3,0.6,0.5,0.4,588.6,3.7,15.1,61.1,165.1,125.7,88.1,72.3,45.9,19.4,10.9,288.9,297.3,210.7,12.6,79,147.7,26.1,0,0,0,0.6,0.4,1,0.9,0.9,1.1,2.6,1,0.3,1.3,1,0,0.6,1.6,1.1,2.4,2.3,2.6,2.1,2.4,7.1,8,3.4,0.6,4.7,4.9,0.4
08/05/2020,11.3,0.1,0.7,6.8,15.6,14.2,13.4,11,9.1,6.5,5.4,11.3,11.2,17.9,3.3,7.9,6.2,9.4,0,0,0,0.2,0.1,0.2,0.6,1.1,0.1,0.1,0.2,0,0.2,0,0,0.1,0.4,0.5,0.8,0.9,0.9,2.3,2.3,0.6,0.7,0.7,0.5,1,0.3,0.4,306,3.1,18,37.1,86.3,65,45,34.3,23.9,10.1,4.3,156.9,147.4,138.7,5.9,61.6,55.9,11.3,0,0,0,0.6,0.3,0.6,0.9,0.9,1.3,1.9,1.4,0,1.3,0.4,0,0.6,2,2.1,2.6,2.9,2.4,3.6,1.9,9,9,5.7,0.9,8,3,0.4
10/14/2020,23.4,0.1,0.6,11.5,32,30.6,28.4,24.4,19,12.7,13.4,22.8,23.8,29.7,7.9,11.2,17.1,23.4,0,0,0,0.2,0.1,0.3,0.6,1.4,0.1,0.2,0.1,0.2,0.1,0.1,0,0.1,0.3,0.3,0.8,0.9,1.1,1.7,3.4,0.6,0.7,0.5,0.3,0.7,0.6,0.4,632.4,4,17.1,63.3,177,139.9,95.6,76.3,50,19.7,10.7,316.1,313.7,230.4,14.1,88.1,154.1,28,0,0,0,0.6,0.4,0.9,1,1.1,1.4,2.6,1.1,0.3,1.1,1.3,0,0.7,1.6,1.1,2.7,2.7,2.9,2.7,2.7,8.3,8.9,4,0.6,5.9,5,0.4
05/05/2020,36.9,1.7,4,8.2,34.2,40.9,56.9,54.2,42.2,36.6,60.4,35.4,36.8,58.1,9.8,20.7,10.5,33.2,0,0.1,0.2,0.4,1.3,3.9,7.6,21.3,1.5,1.9,1.9,1.2,2.3,1.1,0.1,0.2,1.6,1.8,3.7,5.9,8.3,13.3,22.7,3.6,4.5,4.9,2.1,5.4,2,3.3,998.1,45.9,109.4,45.1,189.3,186.6,191.6,169.6,110.9,56.9,48.3,490.1,486.3,451,17.7,162.7,94.3,39.7,0,0.6,0.9,1.3,4,10.3,11.9,17,20.1,25.7,15.1,2.1,18.1,10,0.1,0.9,8.7,8.4,12.3,18.4,21.9,20.7,18.1,50,59.3,38.4,3.7,42,18.3,4
08/31/2020,12.3,0.1,0.7,7.8,18.3,13.1,14.5,12,8.8,7.3,8.2,12.5,11.9,19,2.8,6.1,8.2,11.6,0,0,0,0,0.1,0.2,0.6,1.4,0.1,0.1,0.1,0.2,0.2,0.1,0,0.2,0.4,0.3,0.6,1,1.2,1.7,4.1,0.7,0.7,0.8,0.2,1,0.4,0.7,331.6,3.3,19.4,42.9,101.4,59.9,48.7,37.4,23.1,11.3,6.6,173.1,157.3,147.3,5,47.9,73.9,13.9,0,0,0.1,0.1,0.4,0.4,1,1.1,1.4,1.9,0.7,0.4,1.4,0.7,0,1.1,2.4,1.6,2.1,3.1,3.1,2.6,3.3,10,9.4,6.4,0.3,8,3.4,0.9
11/19/2020,76.1,0.7,2.6,44.4,88.6,89.7,100.7,86,68.5,56,52.5,77.2,74.3,85.5,25.8,37.1,40.8,77.4,0,0,0.1,0.1,0.7,2.1,3.2,6.4,0.6,0.8,1,0.4,0.6,0.5,0.2,0.3,0.9,1.1,1.9,2.4,6.1,10.2,17.1,2.5,2.7,2.8,1.7,3.6,1.7,2.2,2060.3,18.6,71.4,243.7,490.1,409.3,338.7,269.1,180.1,87,42,1070.6,981.1,664.4,46.4,291.3,366.9,92.4,0,0,0.4,0.4,2.1,5.4,5,5.1,7.7,10.9,7.9,0.7,4.9,4.9,0.3,1.7,5.1,5,6.4,7.4,16.1,15.9,13.7,35.1,36.3,22,3,27.9,15,2.6
11/20/2020,74.1,0.7,2.7,44.4,85.6,86.3,99.3,82.4,65.7,54.7,54.5,74.6,72.9,82.1,24.7,35.8,39.6,73.9,0,0,0.1,0.3,0.6,2.3,2.9,7.5,0.6,0.9,1.1,0.5,0.7,0.5,0.1,0.4,0.9,1,2.3,2.4,6.1,9.9,18.2,2.7,2.7,2.7,1.8,3.8,1.6,2.2,2004.6,20.1,73,243.6,473.6,394,334,258,172.7,85,43.6,1034.7,962.3,637.9,44.4,280.9,356.4,88.3,0,0,0.4,1.1,1.9,6.1,4.6,6,8.9,11.3,8.7,0.9,5.6,4.9,0.1,2.1,4.9,4.4,7.9,7.6,16.1,15.4,14.6,37.7,35.3,21.1,3.3,30,14.6,2.6
11/21/2020,73.4,0.8,2.7,44.2,85,85.4,97.4,81.9,65,53.5,56.4,73.9,72.2,82.8,25.1,35.6,38.5,72.1,0,0,0.1,0.3,0.7,2.3,2.8,8.4,0.6,0.9,1.1,0.6,0.7,0.5,0.1,0.4,1,1,2.4,2.3,6,9.6,18.2,2.7,2.6,2.6,1.9,3.8,1.7,1.9,1985.6,20.4,72.4,242.6,470,389.6,327.7,256.3,171,83.1,45.1,1024.4,953.6,642.9,45.1,279.1,346.3,86.1,0,0,0.4,0.9,2.1,6,4.3,6.7,9,11.4,8.7,1.1,5.4,4.9,0.1,2,5.4,4.4,8.1,7.1,15.9,14.9,14.6,37.6,34.9,19.9,3.4,30.1,14.9,2.3
11/22/2020,73.1,0.8,2.7,43.6,85.3,85.3,97.5,80.9,64.6,53.4,54.8,73.3,72.3,81.8,25.5,35.5,38.6,71.4,0,0,0.1,0.3,0.7,2.2,2.8,8.4,0.7,0.9,1.1,0.6,0.7,0.6,0.1,0.3,0.9,1,2.5,2.4,6,9.7,17.5,2.6,2.7,2.5,2,3.9,1.6,1.9,1978.3,20.7,72.4,239.3,471.6,389.4,328.1,253.1,169.9,83,43.9,1016.3,954.1,635.4,45.9,278.1,347.7,85.3,0,0,0.4,1.1,2.3,5.9,4.3,6.7,9.1,11.6,8.4,1,5.3,5.7,0.1,1.9,5.1,4.6,8.6,7.6,15.7,15,14,36.3,36.1,19.6,3.6,30.4,14.6,2.3
11/23/2020,72.2,0.7,2.6,42.6,83.8,85.5,93.5,81.3,64.6,53.7,54.1,72.6,71.1,80.8,25.4,35.8,37.5,69.6,0,0,0.1,0.3,0.6,2.1,2.5,8.6,0.7,0.8,1,0.4,0.7,0.6,0.4,0.4,0.7,1.1,2.5,2.5,5.8,8.9,17.9,2.6,2.7,2.4,1.9,3.8,1.5,1.8,1952.7,19.7,70.7,233.7,463.6,390,314.6,254.3,169.9,83.4,43.3,1006.9,938.3,627.9,45.7,280.4,337.6,83.1,0,0,0.4,1.1,2,5.4,3.9,6.9,9.4,10.3,7.4,0.7,5.6,5.4,0.4,2.3,3.9,5,8.4,7.9,15.1,13.9,14.3,35.6,35.1,19,3.4,30.1,13.9,2.1
09/07/2020,10,0.1,0.5,5.6,14.3,11.9,11.3,10.4,8.2,5.6,6.6,10.2,9.7,14.2,2.6,5.8,7,5.4,0,0,0.1,0,0.1,0.2,0.5,0.9,0.1,0.1,0.2,0,0.1,0,0,0,0.3,0.5,0.6,0.5,0.9,1,2,0.5,0.4,0.7,0,0.6,0.2,0.2,270.1,2.6,12.7,30.9,79,54.4,37.9,32.4,21.6,8.7,5.3,142,127.4,110.4,4.7,45.1,63.1,6.4,0,0,0.3,0,0.4,0.4,0.7,0.7,0.9,1.7,1.4,0,0.7,0.4,0,0,1.4,2.1,2.1,1.4,2.4,1.6,1.6,6.9,5.9,5.6,0,4.6,2.1,0.3
11/24/2020,69.4,0.7,2.6,41.8,80.5,81.5,90.7,77.2,61.2,51.8,53.6,70.2,68,76.3,24.1,35.3,36.2,69.8,0,0,0.1,0.4,0.5,1.7,2.9,8.4,0.6,0.8,0.8,0.3,0.7,0.6,0.4,0.4,0.6,0.9,2.4,3.1,5.4,8.2,18.8,2.5,2.6,2.4,2,3.7,1.6,1.6,1877.4,19,69.7,229.6,444.9,371.7,305.3,241.6,161,80.4,42.9,972.4,897.6,592.3,43.3,276.7,326.1,83.4,0,0,0.4,1.3,1.6,4.4,4.6,6.7,8.7,10.3,6.4,0.6,5.9,5.6,0.4,2.4,3.6,4.1,8,9.6,14.3,12.7,15,35.1,34.6,18.6,3.6,29.3,14.4,1.9
05/07/2020,34.2,1.7,3.8,8.3,32.5,37.8,54.3,50.9,39.1,30.7,44.3,33.3,33.6,55.3,8.6,18.7,9.2,32.3,0,0.1,0.2,0.4,1.5,4.6,7.6,20.2,1.4,2.1,1.9,1.5,2.3,1.2,0.2,0.3,1.2,1.8,3.7,5.3,8.2,13.2,19.8,3.3,4.3,4.9,1.6,5.3,1.7,3,925.4,47.3,103.4,45.4,179.4,172.6,182.7,159.3,102.9,47.7,35.4,461.3,443.6,429.1,15.4,146.4,82.4,38.6,0,0.4,0.7,1.4,4.7,12,11.9,16.1,19.7,27.6,15.1,2.7,18.3,10.4,0.3,1.4,6.7,8.1,12.6,16.6,21.6,20.6,15.9,46.1,57.1,37.9,2.9,41.3,15.7,3.6
05/12/2020,29.7,1.6,3.2,8.9,28.1,33.6,47.4,41.4,32.4,27.4,36.4,28.9,29.6,49.3,6.5,16.3,8.2,25.4,0,0,0.3,0.8,1.6,3.7,5.8,20.9,1.2,2.1,2.3,1.1,2,1,0.4,0.3,0.8,1.8,3,4.4,7.6,9.6,16.8,2.6,3.7,4.7,1.1,4,1.4,2.5,803.3,44.4,86.4,48.9,155.3,153.1,159.6,129.4,85.3,42.6,29.1,400.4,391.1,383.1,11.7,128,73.9,30.3,0,0.1,1.3,2.6,5,9.7,9,16.7,17,27.4,17.6,2,15.7,8.6,0.4,1.7,4.3,8.3,10,13.9,20,14.9,13.4,36.6,49.4,36.1,2,31.3,13,3
10/23/2020,35.6,0.2,1.3,20.7,45.8,44.7,45.6,36.8,27.9,22.4,20.5,35.8,35.2,43.1,12.4,18.1,25.3,33.7,0,0,0.1,0.1,0.1,0.3,0.4,2.5,0.1,0.2,0.2,0,0.2,0.1,0.1,0.2,0.6,0.8,1.1,1.9,2.8,3.9,6.6,1.4,1.3,1.6,0.4,1.6,1,0.8,964.6,4.1,36.3,113.7,253.3,204,153.6,115.1,73.4,34.9,16.4,496.9,464.6,334.4,22.3,142,227.4,40.3,0,0,0.3,0.3,0.3,0.7,0.6,2,2,2.1,1.6,0,1.3,1.1,0.1,1.1,3.3,3.6,3.7,5.9,7.4,6,5.3,19.1,17,12.7,0.7,12.6,8.7,1
03/28/2020,11.8,0.1,3.8,0.5,8.1,12.8,17.6,21.6,15.6,20.2,18,11.1,12.6,6.5,5.4,20,7.9,9.2,0,0,0,0.1,0.2,0.3,0.6,0.7,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.9,2.2,4.5,7.2,7.1,12.6,14.3,3.5,4.1,2.1,1.5,8.7,1.3,2.3,320.1,3.7,102.7,3,44.9,58.4,59.1,67.7,41.1,31.4,14.4,153.3,166,50.6,9.7,157,70.9,11,0.1,0.1,0.1,0.3,0.7,0.9,0.9,0.6,1,2.7,0.7,0.1,2.1,0.6,0.1,0.6,4.7,10.1,15.3,22.4,18.6,19.6,11.4,48.9,53.9,16,2.7,68.1,12.1,2.7
03/29/2020,12.4,0.2,4.1,0.5,8.3,13.5,18.6,22.2,17.1,21.7,20,11.6,13.2,7.1,5.8,21.1,7.7,9.9,0,0.1,0,0.1,0.4,0.5,1.1,1.4,0.1,0.4,0.1,0.2,0.5,0.1,0,0.1,0.9,2.4,5,7.6,7.8,13.8,16.1,3.8,4.5,2.2,1.4,9.5,1.4,2.3,336.4,6.3,111.4,2.7,45.7,61.4,62.4,69.6,44.9,33.7,16,160.9,174.7,55.3,10.4,165.9,69.1,11.9,0.1,0.3,0.1,0.3,1.1,1.4,1.7,1.1,1.4,4.9,1,0.4,4,0.9,0,0.6,4.7,10.9,16.9,23.7,20.4,21.4,12.9,52.6,58.9,17.4,2.6,74.9,12.7,2.7
08/12/2020,11.9,0.1,0.6,7.3,16.7,13.7,14.9,11.5,9.2,6.2,7.7,11.5,12.1,17.5,3.2,7.7,7.7,10.6,0,0,0,0,0.1,0.2,0.6,1.1,0.1,0.1,0.1,0.2,0.1,0,0,0.1,0.3,0.3,0.3,1,1.5,1,3.4,0.6,0.6,0.6,0.2,0.9,0.4,0.2,321.4,2.7,16.1,40.3,92.1,62.6,50.3,36.1,24.3,9.6,6.1,160,160,135.7,5.7,60,69,12.7,0,0,0,0.1,0.3,0.6,0.9,0.9,1,1.7,1.1,0.3,0.9,0.4,0,0.6,1.9,1.3,1,3.3,3.9,1.6,2.7,8.1,8,4.7,0.4,6.7,3.4,0.3
08/16/2020,12,0.1,0.6,6.8,16.4,14,15.7,12.7,9.3,6.6,6.1,11.8,12,17.3,3,7.7,8.1,11.1,0,0,0,0,0.1,0.1,0.8,1.3,0.1,0.1,0.1,0.1,0.2,0.1,0,0.1,0.4,0.3,0.6,0.6,1.6,2,2.7,0.6,0.6,0.6,0.2,1,0.4,0.5,324.3,3.3,17,37.3,90.9,63.7,52.9,39.9,24.4,10.3,4.9,163.7,158,134.4,5.4,60.3,72.6,13.3,0,0,0.1,0.1,0.4,0.3,1.3,1,1.4,1.9,0.9,0.1,1.4,0.9,0,0.4,2.1,1.3,1.9,1.9,4.1,3.1,2.1,9,7.9,4.7,0.4,7.7,3.4,0.6
08/13/2020,12.1,0.1,0.6,7.3,16.8,13.9,15.8,12,9.3,6.2,7.5,11.9,12.2,18.2,3.3,7.5,7.8,10.8,0,0,0,0,0.1,0.1,0.7,0.9,0.1,0.2,0.2,0.1,0.1,0,0,0.1,0.3,0.3,0.5,0.8,1.6,1.4,3,0.6,0.6,0.6,0.2,0.9,0.3,0.4,327.4,2.7,16.4,40.3,93,63.4,53.1,37.4,24.6,9.6,6,164.6,161.1,141.7,5.9,58.7,70.4,12.9,0,0,0,0.1,0.4,0.3,1.1,0.7,0.7,2,1.3,0.1,0.9,0.4,0,0.4,1.7,1.3,1.7,2.6,4.1,2.1,2.4,8.7,7.7,4.9,0.4,7.4,2.9,0.4
08/17/2020,12.6,0.1,0.6,7.5,17.3,14.5,16.1,13.4,9.6,7.1,7,12.3,12.6,18.7,3,8,8.4,11.1,0,0,0,0,0.2,0.1,0.8,1.3,0.1,0.2,0.1,0.1,0.2,0.1,0,0,0.4,0.3,0.6,0.7,1.6,2.1,2.3,0.6,0.6,0.7,0.1,1,0.3,0.4,341,3.4,17,41.3,95.7,66.1,54.1,41.9,25.1,11,5.6,171,166.9,145.1,5.4,62.9,75.7,13.3,0,0,0.1,0.1,0.6,0.3,1.3,1,1.4,2,0.7,0.1,1.7,0.9,0,0.1,2,1.4,1.9,2.3,4.1,3.3,1.9,9,7.9,5.1,0.1,8.1,3,0.4
08/18/2020,12.7,0.1,0.6,7.6,18,14.7,15.8,13.3,8.7,8.4,7.1,12.6,12.7,19.2,3.2,7.7,8.7,10.3,0,0,0,0,0.1,0.1,0.7,1.1,0.1,0.1,0.1,0,0.2,0.1,0,0.1,0.4,0.3,0.6,0.6,1.2,2.2,2.1,0.6,0.6,0.7,0.1,1,0.3,0.4,344.7,3,16.4,41.6,99.6,66.9,53.3,41.6,23,13,5.7,174.7,167,149,5.7,60.3,78,12.3,0,0,0.1,0.1,0.4,0.3,1.1,0.9,1.3,1.7,0.6,0,1.6,0.9,0,0.3,2.3,1.6,2,1.9,3.3,3.4,1.7,8.6,7.7,5.4,0.1,8,2.3,0.4
11/05/2020,70,0.3,2.1,40.9,90.5,89.4,86.6,74.7,53.4,39.5,43,70.2,69.3,83.8,24.4,31.3,43,76.3,0,0,0.1,0,0.3,0.7,1.7,3.9,0.2,0.4,0.3,0.2,0.3,0.3,0.1,0.4,0.9,1,1.7,2.8,4.5,6.9,11.3,1.8,2.4,2.2,1.1,2.8,1.4,2,1894.4,8.9,57.3,224.4,500.4,408,291.4,233.7,140.4,61.4,34.4,972.6,914.9,650.9,43.9,245.4,387.1,91.1,0,0,0.3,0,1,1.9,2.6,3.1,3.3,5.6,2.4,0.3,2.7,3.1,0.1,2,4.9,4.6,5.6,8.7,11.7,10.7,9,25,32.1,17.1,2,22,12.3,2.4
11/14/2020,90.7,0.5,2.8,52.1,111.3,107.7,116.9,101.5,79.4,62.2,57.2,91.2,89.4,101.5,30.6,42.7,54,97.6,0,0,0,0.1,0.5,1.4,3,5.4,0.5,0.6,0.7,0.1,0.6,0.5,0.1,0.4,0.7,1.1,1.9,3.5,6.8,10.7,15,2.7,2.8,2.8,1.1,3.6,2,2,2455,14.6,74.7,286.3,615.4,491.3,393.3,317.7,208.7,96.6,45.7,1264.4,1180,788,55,335.1,485.7,116.6,0,0.1,0,0.4,1.4,3.6,4.7,4.3,6.3,8.3,5.1,0.1,4.6,4.4,0.1,2.1,4,5,6.3,10.9,17.9,16.6,12,37.1,37.6,22,2,28.6,17.7,2.4
05/15/2020,28.5,1.7,3.2,9.4,28.2,32.7,42.4,37.2,32.2,28.3,35.2,28.7,27.8,46.7,6.3,16.9,7.8,21.6,0,0,0.4,0.7,1.6,3.4,5.6,22,1.2,2.1,2.4,1.2,2,0.8,0.7,0.3,1.2,1.6,3.2,4.2,8.3,9.8,13.9,2.9,3.5,4.6,1,4.2,1.4,2.3,772.4,44.7,87.6,51.7,155.7,149,142.6,116.6,84.7,44,28.1,398.4,367.1,362.6,11.3,132.7,69.9,25.9,0.1,0.1,2,2.4,4.9,8.9,8.7,17.6,16.9,27.9,18.3,2.1,15.7,7.6,0.9,1.7,6.4,7.4,10.9,13,21.7,15.3,11.1,40.7,46.4,35.6,1.9,33.3,12.9,2.7
11/26/2020,56.8,0.7,2.6,35.2,64.6,65.1,71.6,63.2,51.5,45.9,52.7,57.8,55.3,60.4,20.2,30.3,29.6,60.9,0,0,0.1,0.5,0.5,1.4,3.6,9.1,0.6,0.8,0.9,0.3,0.8,0.5,0.2,0.4,0.6,0.9,2.3,3.3,5.6,7.9,18.2,2.5,2.6,2.7,1.7,3.5,1.5,1.9,1535.9,19.7,69.3,193.3,357.4,297,240.9,197.9,135.6,71.3,42.1,800.6,729.6,469.4,36.3,237.4,266.6,72.7,0,0,0.3,1.6,1.4,3.6,5.6,7.3,8.6,11.1,7.3,0.6,6.6,4.9,0.3,2,3.4,4.3,7.6,10.3,14.9,12.3,14.6,34.6,34.7,20.7,3,27.7,13.1,2.3
06/05/2020,9.4,0.7,1.4,4.1,10.2,10,12.3,11.6,9.5,8.7,16.8,9.6,8.9,13.7,2.8,6.7,2.5,8.4,0,0.1,0.1,0.3,0.5,1.5,3.8,9.1,0.7,0.8,1.1,0.3,0.9,0.4,0.1,0.2,0.8,0.8,1.1,2,2.9,3.9,5,1.3,1.5,1.6,0.5,2.1,0.5,0.5,254.1,20.3,37,22.3,56.6,45.7,41.3,36.4,24.9,13.6,13.4,132.7,117.1,106.7,5,52.3,22.9,10,0,0.3,0.4,1,1.6,3.9,5.9,7.3,9.9,10.4,8.6,0.6,7.3,3.6,0.1,0.9,4.6,3.7,3.9,6.3,7.7,6,4,17.6,19.4,12.4,0.9,16.9,4.9,0.6
12/11/2020,58.5,1,2.4,37.5,65.1,65.3,74.5,70.1,53.9,45.9,46.6,59.4,57.1,71.2,24.4,30.4,27.6,59.8,0,0.1,0.1,0.5,0.9,1.8,4.2,11.8,0.6,1.3,1.2,1.1,1,0.7,0.5,0.6,0.9,0.8,1.4,3.1,4.8,8.3,15.7,2.3,2.4,2.4,1.1,3.3,1.6,1.3,1584,25.9,64.4,205.9,359.9,298,250.6,219.3,141.9,71.3,37.3,823.6,753.1,553.3,43.9,238.3,248.7,71.4,0,0.3,0.4,1.6,2.7,4.9,6.6,9.4,9,16.9,9.1,2,7.7,6.1,0.6,3.1,5.1,3.6,4.7,9.7,12.7,12.9,12.6,32.6,31.7,18.4,2,26,14.6,1.6
12/12/2020,57,1,2.4,36.1,63.6,64.1,72.9,67.3,52.5,45.2,45,57.9,55.5,68.8,24.4,29.8,27.7,57.5,0,0.1,0.1,0.4,0.9,2.1,4.5,12.5,0.7,1.3,1.1,1.3,1.1,0.7,0.6,0.5,0.9,0.8,1.5,3.5,4.7,8.5,15.4,2.3,2.5,2.3,1.3,3.5,1.6,1.1,1542.4,27.3,64.9,198,351.6,292.3,245.4,210.7,138.1,70.3,36,803.1,732,534.4,43.9,234,249.3,68.7,0,0.3,0.3,1.4,2.9,5.4,7,10,9.7,17.6,8.9,2.3,8.4,6.7,0.7,2.7,4.9,3.4,5.1,11,12.3,13.1,12.3,32.1,32.6,18.1,2.3,27.1,14,1.3
09/17/2020,11.3,0.1,0.6,7.2,15.9,14.8,12.7,11,8.1,6,4.8,11.4,11.2,16.1,3.9,5.2,8.8,6.8,0,0,0,0,0.1,0.2,0.4,0.9,0.1,0.1,0.2,0,0.1,0,0,0.2,0.4,0.3,0.6,0.8,1.5,1.3,1.4,0.6,0.6,0.9,0.2,0.5,0.4,0.1,306.4,2.3,15.9,39.4,87.7,67.6,42.7,34.6,21.3,9.3,3.9,158.4,147.3,124.9,7,40.7,78.9,8.1,0,0,0.1,0,0.4,0.4,0.6,0.7,1,1.3,1.3,0,0.7,0.3,0,0.9,2,1.3,2,2.6,4,2,1.1,8.4,7.4,7.3,0.4,3.9,3.7,0.1
09/16/2020,11,0.1,0.6,6.8,15.8,14.2,12.3,10.9,7.9,5.4,3.9,11.4,10.5,16,3.4,5.1,8.5,5.9,0,0,0,0,0.1,0.2,0.4,1.1,0.1,0.1,0.2,0,0.1,0,0,0.1,0.4,0.3,0.6,0.7,1.6,1.3,1.4,0.7,0.5,0.9,0.2,0.6,0.3,0,297.3,2.6,15.6,37.3,87.4,64.7,41.4,34,20.9,8.4,3.1,158.3,138.1,124.3,6.1,39.9,76.1,7,0,0,0.1,0,0.4,0.6,0.6,0.9,1.1,1.4,1.4,0,0.7,0.4,0,0.6,2.4,1.1,1.9,2.3,4.1,2,1.1,9.1,6.4,7.3,0.4,4.6,2.9,0
