Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60637,02/02/2021,93,3976,75,3086,0.065,18,890,0.019,47300,POINT (-87.604053 41.780991),60637-20210202
60637,02/03/2021,194,4170,151,3237,0.068,43,933,0.02,47300,POINT (-87.604053 41.780991),60637-20210203
60637,02/04/2021,185,4355,109,3346,0.071,76,1009,0.021,47300,POINT (-87.604053 41.780991),60637-20210204
60637,02/05/2021,176,4531,105,3451,0.073,71,1080,0.023,47300,POINT (-87.604053 41.780991),60637-20210205
60637,02/06/2021,120,4651,60,3511,0.074,60,1140,0.024,47300,POINT (-87.604053 41.780991),60637-20210206
60637,02/07/2021,76,4727,75,3586,0.076,1,1141,0.024,47300,POINT (-87.604053 41.780991),60637-20210207
60637,02/08/2021,182,4909,70,3656,0.077,112,1253,0.026,47300,POINT (-87.604053 41.780991),60637-20210208
60637,02/09/2021,146,5055,47,3703,0.078,99,1352,0.029,47300,POINT (-87.604053 41.780991),60637-20210209
60637,02/10/2021,199,5254,89,3792,0.08,110,1462,0.031,47300,POINT (-87.604053 41.780991),60637-20210210
60637,02/11/2021,291,5545,82,3874,0.082,209,1671,0.035,47300,POINT (-87.604053 41.780991),60637-20210211
60637,02/12/2021,303,5848,78,3952,0.084,225,1896,0.04,47300,POINT (-87.604053 41.780991),60637-20210212
60637,02/13/2021,140,5988,70,4022,0.085,70,1966,0.042,47300,POINT (-87.604053 41.780991),60637-20210213
60637,02/14/2021,14,6002,14,4036,0.085,0,1966,0.042,47300,POINT (-87.604053 41.780991),60637-20210214
60637,02/15/2021,117,6119,42,4078,0.086,75,2041,0.043,47300,POINT (-87.604053 41.780991),60637-20210215
60637,02/16/2021,77,6196,25,4103,0.087,52,2093,0.044,47300,POINT (-87.604053 41.780991),60637-20210216
60637,02/17/2021,127,6323,34,4137,0.087,93,2186,0.046,47300,POINT (-87.604053 41.780991),60637-20210217
60637,02/18/2021,137,6460,46,4183,0.088,91,2277,0.048,47300,POINT (-87.604053 41.780991),60637-20210218
60637,02/19/2021,160,6620,53,4236,0.09,107,2384,0.05,47300,POINT (-87.604053 41.780991),60637-20210219
60637,02/20/2021,51,6671,10,4246,0.09,41,2425,0.051,47300,POINT (-87.604053 41.780991),60637-20210220
60637,02/21/2021,80,6751,12,4258,0.09,68,2493,0.053,47300,POINT (-87.604053 41.780991),60637-20210221
60637,02/22/2021,185,6936,84,4342,0.092,101,2594,0.055,47300,POINT (-87.604053 41.780991),60637-20210222
60637,02/23/2021,132,7068,54,4396,0.093,78,2672,0.056,47300,POINT (-87.604053 41.780991),60637-20210223
60638,01/26/2021,148,2415,102,1872,0.032,46,543,0.009,58669,POINT (-87.771902 41.787032),60638-20210126
60638,01/27/2021,207,2622,181,2053,0.035,26,569,0.01,58669,POINT (-87.771902 41.787032),60638-20210127
60638,01/28/2021,218,2840,187,2240,0.038,31,600,0.01,58669,POINT (-87.771902 41.787032),60638-20210128
60638,01/29/2021,242,3082,219,2459,0.042,23,623,0.011,58669,POINT (-87.771902 41.787032),60638-20210129
60638,01/30/2021,154,3236,134,2593,0.044,20,643,0.011,58669,POINT (-87.771902 41.787032),60638-20210130
60638,01/31/2021,27,3263,21,2614,0.045,6,649,0.011,58669,POINT (-87.771902 41.787032),60638-20210131
60638,02/01/2021,158,3421,134,2748,0.047,24,673,0.011,58669,POINT (-87.771902 41.787032),60638-20210201
60638,02/02/2021,256,3677,201,2949,0.05,55,728,0.012,58669,POINT (-87.771902 41.787032),60638-20210202
60638,02/03/2021,281,3958,235,3184,0.054,46,774,0.013,58669,POINT (-87.771902 41.787032),60638-20210203
60638,02/04/2021,309,4267,278,3462,0.059,31,805,0.014,58669,POINT (-87.771902 41.787032),60638-20210204
60638,02/05/2021,319,4586,276,3738,0.064,43,848,0.014,58669,POINT (-87.771902 41.787032),60638-20210205
60638,02/06/2021,177,4763,153,3891,0.066,24,872,0.015,58669,POINT (-87.771902 41.787032),60638-20210206
60638,02/07/2021,52,4815,50,3941,0.067,2,874,0.015,58669,POINT (-87.771902 41.787032),60638-20210207
60638,02/08/2021,214,5029,182,4123,0.07,32,906,0.015,58669,POINT (-87.771902 41.787032),60638-20210208
60638,02/09/2021,307,5336,246,4369,0.074,61,967,0.016,58669,POINT (-87.771902 41.787032),60638-20210209
60638,02/10/2021,344,5680,268,4637,0.079,76,1043,0.018,58669,POINT (-87.771902 41.787032),60638-20210210
60638,02/11/2021,367,6047,260,4897,0.083,107,1150,0.02,58669,POINT (-87.771902 41.787032),60638-20210211
60638,02/12/2021,349,6396,274,5171,0.088,75,1225,0.021,58669,POINT (-87.771902 41.787032),60638-20210212
60638,02/13/2021,237,6633,151,5322,0.091,86,1311,0.022,58669,POINT (-87.771902 41.787032),60638-20210213
60638,02/14/2021,39,6672,24,5346,0.091,15,1326,0.023,58669,POINT (-87.771902 41.787032),60638-20210214
60638,02/15/2021,217,6889,170,5516,0.094,47,1373,0.023,58669,POINT (-87.771902 41.787032),60638-20210215
60638,02/16/2021,186,7075,136,5652,0.096,50,1423,0.024,58669,POINT (-87.771902 41.787032),60638-20210216
60638,02/17/2021,267,7342,136,5788,0.099,131,1554,0.026,58669,POINT (-87.771902 41.787032),60638-20210217
60638,02/18/2021,344,7686,190,5978,0.102,154,1708,0.029,58669,POINT (-87.771902 41.787032),60638-20210218
60638,02/19/2021,362,8048,184,6162,0.105,178,1886,0.032,58669,POINT (-87.771902 41.787032),60638-20210219
60638,02/20/2021,211,8259,94,6256,0.107,117,2003,0.034,58669,POINT (-87.771902 41.787032),60638-20210220
60638,02/21/2021,54,8313,32,6288,0.107,22,2025,0.035,58669,POINT (-87.771902 41.787032),60638-20210221
60638,02/22/2021,243,8556,100,6388,0.109,143,2168,0.037,58669,POINT (-87.771902 41.787032),60638-20210222
60638,02/23/2021,335,8891,150,6538,0.111,185,2353,0.04,58669,POINT (-87.771902 41.787032),60638-20210223
60639,01/25/2021,121,2181,79,1810,0.021,42,371,0.004,88204,POINT (-87.75531 41.920609),60639-20210125
60639,01/26/2021,134,2315,93,1903,0.022,41,412,0.005,88204,POINT (-87.75531 41.920609),60639-20210126
60639,01/27/2021,191,2506,142,2045,0.023,49,461,0.005,88204,POINT (-87.75531 41.920609),60639-20210127
60639,01/28/2021,186,2692,151,2196,0.025,35,496,0.006,88204,POINT (-87.75531 41.920609),60639-20210128
60639,01/29/2021,191,2883,159,2355,0.027,32,528,0.006,88204,POINT (-87.75531 41.920609),60639-20210129
60639,01/30/2021,151,3034,136,2491,0.028,15,543,0.006,88204,POINT (-87.75531 41.920609),60639-20210130
60639,01/31/2021,40,3074,34,2525,0.029,6,549,0.006,88204,POINT (-87.75531 41.920609),60639-20210131
60639,02/01/2021,170,3244,141,2666,0.03,29,578,0.007,88204,POINT (-87.75531 41.920609),60639-20210201
60639,02/02/2021,223,3467,160,2826,0.032,63,641,0.007,88204,POINT (-87.75531 41.920609),60639-20210202
60639,02/03/2021,266,3733,210,3036,0.034,56,697,0.008,88204,POINT (-87.75531 41.920609),60639-20210203
60639,02/04/2021,315,4048,269,3305,0.037,46,743,0.008,88204,POINT (-87.75531 41.920609),60639-20210204
60639,02/05/2021,314,4362,261,3566,0.04,53,796,0.009,88204,POINT (-87.75531 41.920609),60639-20210205
60639,02/06/2021,320,4682,283,3849,0.044,37,833,0.009,88204,POINT (-87.75531 41.920609),60639-20210206
60639,02/07/2021,115,4797,59,3908,0.044,56,889,0.01,88204,POINT (-87.75531 41.920609),60639-20210207
60639,02/08/2021,244,5041,170,4078,0.046,74,963,0.011,88204,POINT (-87.75531 41.920609),60639-20210208
60639,02/09/2021,250,5291,200,4278,0.049,50,1013,0.011,88204,POINT (-87.75531 41.920609),60639-20210209
60639,02/10/2021,283,5574,217,4495,0.051,66,1079,0.012,88204,POINT (-87.75531 41.920609),60639-20210210
60639,02/11/2021,339,5913,233,4728,0.054,106,1185,0.013,88204,POINT (-87.75531 41.920609),60639-20210211
60639,02/12/2021,335,6248,254,4982,0.056,81,1266,0.014,88204,POINT (-87.75531 41.920609),60639-20210212
60639,02/13/2021,889,7137,846,5828,0.066,43,1309,0.015,88204,POINT (-87.75531 41.920609),60639-20210213
60639,02/14/2021,712,7849,708,6536,0.074,4,1313,0.015,88204,POINT (-87.75531 41.920609),60639-20210214
60639,02/15/2021,191,8040,145,6681,0.076,46,1359,0.015,88204,POINT (-87.75531 41.920609),60639-20210215
60639,02/16/2021,136,8176,95,6776,0.077,41,1400,0.016,88204,POINT (-87.75531 41.920609),60639-20210216
60639,02/17/2021,230,8406,107,6883,0.078,123,1523,0.017,88204,POINT (-87.75531 41.920609),60639-20210217
60639,02/18/2021,263,8669,136,7019,0.08,127,1650,0.019,88204,POINT (-87.75531 41.920609),60639-20210218
60639,02/19/2021,274,8943,120,7139,0.081,154,1804,0.02,88204,POINT (-87.75531 41.920609),60639-20210219
60639,02/20/2021,1039,9982,974,8113,0.092,65,1869,0.021,88204,POINT (-87.75531 41.920609),60639-20210220
60639,02/21/2021,715,10697,697,8810,0.1,18,1887,0.021,88204,POINT (-87.75531 41.920609),60639-20210221
60639,02/22/2021,167,10864,75,8885,0.101,92,1979,0.022,88204,POINT (-87.75531 41.920609),60639-20210222
60640,01/25/2021,205,5828,149,4733,0.068,56,1095,0.016,69363,POINT (-87.662232 41.971888),60640-20210125
60640,01/26/2021,322,6150,221,4954,0.071,101,1196,0.017,69363,POINT (-87.662232 41.971888),60640-20210126
60640,01/27/2021,648,6798,484,5438,0.078,164,1360,0.02,69363,POINT (-87.662232 41.971888),60640-20210127
60640,01/28/2021,532,7330,474,5912,0.085,58,1418,0.02,69363,POINT (-87.662232 41.971888),60640-20210128
60640,01/29/2021,426,7756,387,6299,0.091,39,1457,0.021,69363,POINT (-87.662232 41.971888),60640-20210129
60640,01/30/2021,160,7916,130,6429,0.093,30,1487,0.021,69363,POINT (-87.662232 41.971888),60640-20210130
60640,01/31/2021,134,8050,61,6490,0.094,73,1560,0.022,69363,POINT (-87.662232 41.971888),60640-20210131
60640,02/01/2021,382,8432,269,6759,0.097,113,1673,0.024,69363,POINT (-87.662232 41.971888),60640-20210201
60640,02/02/2021,302,8734,179,6938,0.1,123,1796,0.026,69363,POINT (-87.662232 41.971888),60640-20210202
60640,02/03/2021,527,9261,312,7250,0.105,215,2011,0.029,69363,POINT (-87.662232 41.971888),60640-20210203
60640,02/04/2021,484,9745,324,7574,0.109,160,2171,0.031,69363,POINT (-87.662232 41.971888),60640-20210204
60640,02/05/2021,654,10399,360,7934,0.114,294,2465,0.036,69363,POINT (-87.662232 41.971888),60640-20210205
60640,02/06/2021,221,10620,142,8076,0.116,79,2544,0.037,69363,POINT (-87.662232 41.971888),60640-20210206
60640,02/07/2021,66,10686,53,8129,0.117,13,2557,0.037,69363,POINT (-87.662232 41.971888),60640-20210207
60640,02/08/2021,394,11080,242,8371,0.121,152,2709,0.039,69363,POINT (-87.662232 41.971888),60640-20210208
60640,02/09/2021,318,11398,224,8595,0.124,94,2803,0.04,69363,POINT (-87.662232 41.971888),60640-20210209
60640,02/10/2021,560,11958,321,8916,0.129,239,3042,0.044,69363,POINT (-87.662232 41.971888),60640-20210210
60640,02/11/2021,532,12490,270,9186,0.132,262,3304,0.048,69363,POINT (-87.662232 41.971888),60640-20210211
60640,02/12/2021,474,12964,309,9495,0.137,165,3469,0.05,69363,POINT (-87.662232 41.971888),60640-20210212
60640,02/13/2021,292,13256,210,9705,0.14,82,3551,0.051,69363,POINT (-87.662232 41.971888),60640-20210213
60640,02/14/2021,117,13373,78,9783,0.141,39,3590,0.052,69363,POINT (-87.662232 41.971888),60640-20210214
60640,02/15/2021,213,13586,151,9934,0.143,62,3652,0.053,69363,POINT (-87.662232 41.971888),60640-20210215
60640,02/16/2021,252,13838,199,10133,0.146,53,3705,0.053,69363,POINT (-87.662232 41.971888),60640-20210216
60640,02/17/2021,452,14290,202,10335,0.149,250,3955,0.057,69363,POINT (-87.662232 41.971888),60640-20210217
60640,02/18/2021,637,14927,263,10598,0.153,374,4329,0.062,69363,POINT (-87.662232 41.971888),60640-20210218
60640,02/19/2021,344,15271,157,10755,0.155,187,4516,0.065,69363,POINT (-87.662232 41.971888),60640-20210219
60640,02/20/2021,149,15420,48,10803,0.156,101,4617,0.067,69363,POINT (-87.662232 41.971888),60640-20210220
60640,02/21/2021,67,15487,17,10820,0.156,50,4667,0.067,69363,POINT (-87.662232 41.971888),60640-20210221
60640,02/22/2021,241,15728,92,10912,0.157,149,4816,0.069,69363,POINT (-87.662232 41.971888),60640-20210222
60640,02/23/2021,380,16108,187,11099,0.16,193,5009,0.072,69363,POINT (-87.662232 41.971888),60640-20210223
60641,01/25/2021,170,3038,134,2390,0.034,36,648,0.009,69880,POINT (-87.746791 41.946682),60641-20210125
60641,01/26/2021,175,3213,119,2509,0.036,56,704,0.01,69880,POINT (-87.746791 41.946682),60641-20210126
60641,01/27/2021,215,3428,168,2677,0.038,47,751,0.011,69880,POINT (-87.746791 41.946682),60641-20210127
60641,01/28/2021,240,3668,202,2879,0.041,38,789,0.011,69880,POINT (-87.746791 41.946682),60641-20210128
60641,01/29/2021,209,3877,185,3064,0.044,24,813,0.012,69880,POINT (-87.746791 41.946682),60641-20210129
60641,01/30/2021,165,4042,138,3202,0.046,27,840,0.012,69880,POINT (-87.746791 41.946682),60641-20210130
60641,01/31/2021,50,4092,40,3242,0.046,10,850,0.012,69880,POINT (-87.746791 41.946682),60641-20210131
60641,02/01/2021,238,4330,164,3406,0.049,74,924,0.013,69880,POINT (-87.746791 41.946682),60641-20210201
60641,02/02/2021,251,4581,166,3572,0.051,85,1009,0.014,69880,POINT (-87.746791 41.946682),60641-20210202
60641,02/03/2021,281,4862,211,3783,0.054,70,1079,0.015,69880,POINT (-87.746791 41.946682),60641-20210203
60641,02/04/2021,308,5170,256,4039,0.058,52,1131,0.016,69880,POINT (-87.746791 41.946682),60641-20210204
60641,02/05/2021,355,5525,279,4318,0.062,76,1207,0.017,69880,POINT (-87.746791 41.946682),60641-20210205
60641,02/06/2021,303,5828,244,4562,0.065,59,1266,0.018,69880,POINT (-87.746791 41.946682),60641-20210206
60641,02/07/2021,67,5895,55,4617,0.066,12,1278,0.018,69880,POINT (-87.746791 41.946682),60641-20210207
60641,02/08/2021,235,6130,201,4818,0.069,34,1312,0.019,69880,POINT (-87.746791 41.946682),60641-20210208
60641,02/09/2021,269,6399,217,5035,0.072,52,1364,0.02,69880,POINT (-87.746791 41.946682),60641-20210209
60641,02/10/2021,357,6756,266,5301,0.076,91,1455,0.021,69880,POINT (-87.746791 41.946682),60641-20210210
60641,02/11/2021,413,7169,294,5595,0.08,119,1574,0.023,69880,POINT (-87.746791 41.946682),60641-20210211
60641,02/12/2021,405,7574,309,5904,0.084,96,1670,0.024,69880,POINT (-87.746791 41.946682),60641-20210212
60641,02/13/2021,288,7862,218,6122,0.088,70,1740,0.025,69880,POINT (-87.746791 41.946682),60641-20210213
60641,02/14/2021,83,7945,66,6188,0.089,17,1757,0.025,69880,POINT (-87.746791 41.946682),60641-20210214
60641,02/15/2021,222,8167,159,6347,0.091,63,1820,0.026,69880,POINT (-87.746791 41.946682),60641-20210215
60641,02/16/2021,170,8337,108,6455,0.092,62,1882,0.027,69880,POINT (-87.746791 41.946682),60641-20210216
60641,02/17/2021,293,8630,164,6619,0.095,129,2011,0.029,69880,POINT (-87.746791 41.946682),60641-20210217
60641,02/18/2021,353,8983,188,6807,0.097,165,2176,0.031,69880,POINT (-87.746791 41.946682),60641-20210218
60641,02/19/2021,328,9311,177,6984,0.1,151,2327,0.033,69880,POINT (-87.746791 41.946682),60641-20210219
60641,02/20/2021,232,9543,106,7090,0.101,126,2453,0.035,69880,POINT (-87.746791 41.946682),60641-20210220
60641,02/21/2021,84,9627,54,7144,0.102,30,2483,0.036,69880,POINT (-87.746791 41.946682),60641-20210221
60641,02/22/2021,199,9826,94,7238,0.104,105,2588,0.037,69880,POINT (-87.746791 41.946682),60641-20210222
60641,02/23/2021,295,10121,156,7394,0.106,139,2727,0.039,69880,POINT (-87.746791 41.946682),60641-20210223
60642,01/22/2021,79,2035,69,1375,0.07,10,660,0.033,19716,POINT (-87.657821 41.899935),60642-20210122
60642,01/23/2021,45,2080,41,1416,0.072,4,664,0.034,19716,POINT (-87.657821 41.899935),60642-20210123
60642,01/24/2021,22,2102,21,1437,0.073,1,665,0.034,19716,POINT (-87.657821 41.899935),60642-20210124
60642,01/25/2021,78,2180,47,1484,0.075,31,696,0.035,19716,POINT (-87.657821 41.899935),60642-20210125
60642,01/26/2021,95,2275,46,1530,0.078,49,745,0.038,19716,POINT (-87.657821 41.899935),60642-20210126
60642,01/27/2021,88,2363,56,1586,0.08,32,777,0.039,19716,POINT (-87.657821 41.899935),60642-20210127
60642,01/28/2021,104,2467,81,1667,0.085,23,800,0.041,19716,POINT (-87.657821 41.899935),60642-20210128
60642,01/29/2021,108,2575,87,1754,0.089,21,821,0.042,19716,POINT (-87.657821 41.899935),60642-20210129
60642,01/30/2021,49,2624,28,1782,0.09,21,842,0.043,19716,POINT (-87.657821 41.899935),60642-20210130
60642,01/31/2021,12,2636,9,1791,0.091,3,845,0.043,19716,POINT (-87.657821 41.899935),60642-20210131
60642,02/01/2021,65,2701,51,1842,0.093,14,859,0.044,19716,POINT (-87.657821 41.899935),60642-20210201
60642,02/02/2021,104,2805,66,1908,0.097,38,897,0.045,19716,POINT (-87.657821 41.899935),60642-20210202
60642,02/03/2021,111,2916,78,1986,0.101,33,930,0.047,19716,POINT (-87.657821 41.899935),60642-20210203
60642,02/04/2021,118,3034,97,2083,0.106,21,951,0.048,19716,POINT (-87.657821 41.899935),60642-20210204
60642,02/05/2021,109,3143,73,2156,0.109,36,987,0.05,19716,POINT (-87.657821 41.899935),60642-20210205
60642,02/06/2021,81,3224,52,2208,0.112,29,1016,0.052,19716,POINT (-87.657821 41.899935),60642-20210206
60642,02/07/2021,24,3248,17,2225,0.113,7,1023,0.052,19716,POINT (-87.657821 41.899935),60642-20210207
60642,02/08/2021,88,3336,67,2292,0.116,21,1044,0.053,19716,POINT (-87.657821 41.899935),60642-20210208
60642,02/09/2021,99,3435,64,2356,0.119,35,1079,0.055,19716,POINT (-87.657821 41.899935),60642-20210209
60642,02/10/2021,106,3541,71,2427,0.123,35,1114,0.057,19716,POINT (-87.657821 41.899935),60642-20210210
60642,02/11/2021,125,3666,67,2494,0.126,58,1172,0.059,19716,POINT (-87.657821 41.899935),60642-20210211
60642,02/12/2021,112,3778,66,2560,0.13,46,1218,0.062,19716,POINT (-87.657821 41.899935),60642-20210212
60642,02/13/2021,98,3876,64,2624,0.133,34,1252,0.064,19716,POINT (-87.657821 41.899935),60642-20210213
60642,02/14/2021,18,3894,11,2635,0.134,7,1259,0.064,19716,POINT (-87.657821 41.899935),60642-20210214
60642,02/15/2021,50,3944,25,2660,0.135,25,1284,0.065,19716,POINT (-87.657821 41.899935),60642-20210215
60642,02/16/2021,65,4009,42,2702,0.137,23,1307,0.066,19716,POINT (-87.657821 41.899935),60642-20210216
60642,02/17/2021,103,4112,51,2753,0.14,52,1359,0.069,19716,POINT (-87.657821 41.899935),60642-20210217
60642,02/18/2021,101,4213,40,2793,0.142,61,1420,0.072,19716,POINT (-87.657821 41.899935),60642-20210218
60642,02/19/2021,103,4316,43,2836,0.144,60,1480,0.075,19716,POINT (-87.657821 41.899935),60642-20210219
60642,02/20/2021,54,4370,19,2855,0.145,35,1515,0.077,19716,POINT (-87.657821 41.899935),60642-20210220
60642,02/21/2021,31,4401,12,2867,0.145,19,1534,0.078,19716,POINT (-87.657821 41.899935),60642-20210221
60642,02/22/2021,75,4476,24,2891,0.147,51,1585,0.08,19716,POINT (-87.657821 41.899935),60642-20210222
60642,02/23/2021,93,4569,45,2936,0.149,48,1633,0.083,19716,POINT (-87.657821 41.899935),60642-20210223
60643,01/29/2021,226,3439,203,2895,0.059,23,544,0.011,48887,POINT (-87.662381 41.700445),60643-20210129
60643,01/30/2021,133,3572,116,3011,0.062,17,561,0.011,48887,POINT (-87.662381 41.700445),60643-20210130
60643,01/31/2021,39,3611,34,3045,0.062,5,566,0.012,48887,POINT (-87.662381 41.700445),60643-20210131
60643,02/01/2021,109,3720,91,3136,0.064,18,584,0.012,48887,POINT (-87.662381 41.700445),60643-20210201
60643,02/02/2021,228,3948,181,3317,0.068,47,631,0.013,48887,POINT (-87.662381 41.700445),60643-20210202
60643,02/03/2021,363,4311,248,3565,0.073,115,746,0.015,48887,POINT (-87.662381 41.700445),60643-20210203
60643,02/04/2021,287,4598,260,3825,0.078,27,773,0.016,48887,POINT (-87.662381 41.700445),60643-20210204
60643,02/05/2021,294,4892,238,4063,0.083,56,829,0.017,48887,POINT (-87.662381 41.700445),60643-20210205
60643,02/06/2021,174,5066,152,4215,0.086,22,851,0.017,48887,POINT (-87.662381 41.700445),60643-20210206
60643,02/07/2021,62,5128,59,4274,0.087,3,854,0.017,48887,POINT (-87.662381 41.700445),60643-20210207
60643,02/08/2021,247,5375,182,4456,0.091,65,919,0.019,48887,POINT (-87.662381 41.700445),60643-20210208
60644,01/07/2021,21,600,12,589,0.013,9,11,0,46591,POINT (-87.756863 41.881113),60644-20210107
60644,01/08/2021,36,636,25,614,0.013,11,22,0,46591,POINT (-87.756863 41.881113),60644-20210108
60644,01/09/2021,14,650,10,624,0.013,4,26,0.001,46591,POINT (-87.756863 41.881113),60644-20210109
60644,01/10/2021,7,657,4,628,0.013,3,29,0.001,46591,POINT (-87.756863 41.881113),60644-20210110
60644,01/11/2021,15,672,7,635,0.014,8,37,0.001,46591,POINT (-87.756863 41.881113),60644-20210111
60644,01/12/2021,38,710,32,667,0.014,6,43,0.001,46591,POINT (-87.756863 41.881113),60644-20210112
60644,01/13/2021,156,866,142,809,0.017,14,57,0.001,46591,POINT (-87.756863 41.881113),60644-20210113
60644,01/14/2021,32,898,24,833,0.018,8,65,0.001,46591,POINT (-87.756863 41.881113),60644-20210114
60644,01/15/2021,24,922,19,852,0.018,5,70,0.002,46591,POINT (-87.756863 41.881113),60644-20210115
60644,01/16/2021,20,942,17,869,0.019,3,73,0.002,46591,POINT (-87.756863 41.881113),60644-20210116
60644,01/17/2021,6,948,5,874,0.019,1,74,0.002,46591,POINT (-87.756863 41.881113),60644-20210117
60644,01/18/2021,18,966,11,885,0.019,7,81,0.002,46591,POINT (-87.756863 41.881113),60644-20210118
60644,01/19/2021,26,992,9,894,0.019,17,98,0.002,46591,POINT (-87.756863 41.881113),60644-20210119
60644,01/20/2021,56,1048,38,932,0.02,18,116,0.002,46591,POINT (-87.756863 41.881113),60644-20210120
60644,01/21/2021,85,1133,78,1010,0.022,7,123,0.003,46591,POINT (-87.756863 41.881113),60644-20210121
60644,01/22/2021,81,1214,78,1088,0.023,3,126,0.003,46591,POINT (-87.756863 41.881113),60644-20210122
60644,01/23/2021,33,1247,31,1119,0.024,2,128,0.003,46591,POINT (-87.756863 41.881113),60644-20210123
60644,01/24/2021,3,1250,3,1122,0.024,0,128,0.003,46591,POINT (-87.756863 41.881113),60644-20210124
60644,01/25/2021,128,1378,73,1195,0.026,55,183,0.004,46591,POINT (-87.756863 41.881113),60644-20210125
60644,01/26/2021,61,1439,49,1244,0.027,12,195,0.004,46591,POINT (-87.756863 41.881113),60644-20210126
60644,01/27/2021,83,1522,70,1314,0.028,13,208,0.004,46591,POINT (-87.756863 41.881113),60644-20210127
60644,01/28/2021,89,1611,78,1392,0.03,11,219,0.005,46591,POINT (-87.756863 41.881113),60644-20210128
60644,01/29/2021,105,1716,93,1485,0.032,12,231,0.005,46591,POINT (-87.756863 41.881113),60644-20210129
60644,01/30/2021,162,1878,91,1576,0.034,71,302,0.006,46591,POINT (-87.756863 41.881113),60644-20210130
60644,01/31/2021,10,1888,9,1585,0.034,1,303,0.007,46591,POINT (-87.756863 41.881113),60644-20210131
60644,02/01/2021,72,1960,55,1640,0.035,17,320,0.007,46591,POINT (-87.756863 41.881113),60644-20210201
60643,02/09/2021,270,5645,186,4642,0.095,84,1003,0.021,48887,POINT (-87.662381 41.700445),60643-20210209
60643,02/10/2021,568,6213,215,4857,0.099,353,1356,0.028,48887,POINT (-87.662381 41.700445),60643-20210210
60643,02/11/2021,400,6613,240,5097,0.104,160,1516,0.031,48887,POINT (-87.662381 41.700445),60643-20210211
60643,02/12/2021,324,6937,201,5298,0.108,123,1639,0.034,48887,POINT (-87.662381 41.700445),60643-20210212
60643,02/13/2021,323,7260,211,5509,0.113,112,1751,0.036,48887,POINT (-87.662381 41.700445),60643-20210213
60643,02/14/2021,52,7312,41,5550,0.114,11,1762,0.036,48887,POINT (-87.662381 41.700445),60643-20210214
60643,02/15/2021,129,7441,75,5625,0.115,54,1816,0.037,48887,POINT (-87.662381 41.700445),60643-20210215
60643,02/16/2021,136,7577,79,5704,0.117,57,1873,0.038,48887,POINT (-87.662381 41.700445),60643-20210216
60643,02/17/2021,288,7865,119,5823,0.119,169,2042,0.042,48887,POINT (-87.662381 41.700445),60643-20210217
60643,02/18/2021,340,8205,143,5966,0.122,197,2239,0.046,48887,POINT (-87.662381 41.700445),60643-20210218
60643,02/19/2021,325,8530,165,6131,0.125,160,2399,0.049,48887,POINT (-87.662381 41.700445),60643-20210219
60643,02/20/2021,169,8699,72,6203,0.127,97,2496,0.051,48887,POINT (-87.662381 41.700445),60643-20210220
60643,02/21/2021,71,8770,36,6239,0.128,35,2531,0.052,48887,POINT (-87.662381 41.700445),60643-20210221
60643,02/22/2021,205,8975,89,6328,0.129,116,2647,0.054,48887,POINT (-87.662381 41.700445),60643-20210222
60643,02/23/2021,280,9255,122,6450,0.132,158,2805,0.057,48887,POINT (-87.662381 41.700445),60643-20210223
60644,02/02/2021,412,2372,225,1865,0.04,187,507,0.011,46591,POINT (-87.756863 41.881113),60644-20210202
60644,02/03/2021,143,2515,125,1990,0.043,18,525,0.011,46591,POINT (-87.756863 41.881113),60644-20210203
60644,02/04/2021,175,2690,165,2155,0.046,10,535,0.011,46591,POINT (-87.756863 41.881113),60644-20210204
60644,02/05/2021,154,2844,145,2300,0.049,9,544,0.012,46591,POINT (-87.756863 41.881113),60644-20210205
60644,02/06/2021,66,2910,55,2355,0.051,11,555,0.012,46591,POINT (-87.756863 41.881113),60644-20210206
60644,02/07/2021,6,2916,5,2360,0.051,1,556,0.012,46591,POINT (-87.756863 41.881113),60644-20210207
60644,02/08/2021,82,2998,75,2435,0.052,7,563,0.012,46591,POINT (-87.756863 41.881113),60644-20210208
60644,02/09/2021,128,3126,105,2540,0.055,23,586,0.013,46591,POINT (-87.756863 41.881113),60644-20210209
60644,02/10/2021,275,3401,161,2701,0.058,114,700,0.015,46591,POINT (-87.756863 41.881113),60644-20210210
60644,02/11/2021,178,3579,117,2818,0.06,61,761,0.016,46591,POINT (-87.756863 41.881113),60644-20210211
60644,02/12/2021,169,3748,109,2927,0.063,60,821,0.018,46591,POINT (-87.756863 41.881113),60644-20210212
60644,02/13/2021,101,3849,70,2997,0.064,31,852,0.018,46591,POINT (-87.756863 41.881113),60644-20210213
60644,02/14/2021,14,3863,13,3010,0.065,1,853,0.018,46591,POINT (-87.756863 41.881113),60644-20210214
60644,02/15/2021,65,3928,54,3064,0.066,11,864,0.019,46591,POINT (-87.756863 41.881113),60644-20210215
60644,02/16/2021,39,3967,30,3094,0.066,9,873,0.019,46591,POINT (-87.756863 41.881113),60644-20210216
60644,02/17/2021,101,4068,55,3149,0.068,46,919,0.02,46591,POINT (-87.756863 41.881113),60644-20210217
