Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60603,12/15/2020,0,0,0,0,0,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201215
60603,12/16/2020,0,0,0,0,0,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201216
60603,12/17/2020,8,8,8,8,0.008,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201217
60603,12/18/2020,6,14,6,14,0.013,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201218
60603,12/19/2020,4,18,4,18,0.017,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201219
60603,12/20/2020,5,23,5,23,0.022,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201220
60603,12/21/2020,5,28,5,28,0.027,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201221
60603,12/22/2020,7,35,7,35,0.033,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201222
60603,12/23/2020,0,35,0,35,0.033,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201223
60603,12/24/2020,1,36,1,36,0.034,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201224
60603,12/25/2020,0,36,0,36,0.034,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201225
60603,12/26/2020,0,36,0,36,0.034,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201226
60603,12/27/2020,0,36,0,36,0.034,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201227
60603,12/28/2020,1,37,1,37,0.035,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201228
60603,12/29/2020,2,39,2,39,0.037,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201229
60603,12/30/2020,3,42,3,42,0.04,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201230
60666,02/23/2021,1,27,0,23,0,1,4,0,0,POINT (-87.896371 41.979511),60666-20210223
60603,12/31/2020,1,43,1,43,0.041,0,0,0,1052,POINT (-87.625473 41.880112),60603-20201231
60603,01/01/2021,0,43,0,43,0.041,0,0,0,1052,POINT (-87.625473 41.880112),60603-20210101
60603,01/02/2021,0,43,0,43,0.041,0,0,0,1052,POINT (-87.625473 41.880112),60603-20210102
60603,01/03/2021,0,43,0,43,0.041,0,0,0,1052,POINT (-87.625473 41.880112),60603-20210103
60603,01/04/2021,2,45,2,45,0.043,0,0,0,1052,POINT (-87.625473 41.880112),60603-20210104
60603,01/05/2021,3,48,2,47,0.045,1,1,0.001,1052,POINT (-87.625473 41.880112),60603-20210105
60603,01/07/2021,11,60,1,49,0.047,10,11,0.01,1052,POINT (-87.625473 41.880112),60603-20210107
60603,01/08/2021,9,69,2,51,0.048,7,18,0.017,1052,POINT (-87.625473 41.880112),60603-20210108
60603,01/09/2021,42,111,37,88,0.084,5,23,0.022,1052,POINT (-87.625473 41.880112),60603-20210109
60603,01/10/2021,3,114,1,89,0.085,2,25,0.024,1052,POINT (-87.625473 41.880112),60603-20210110
60603,01/11/2021,1,115,0,89,0.085,1,26,0.025,1052,POINT (-87.625473 41.880112),60603-20210111
60603,01/12/2021,7,122,1,90,0.086,6,32,0.03,1052,POINT (-87.625473 41.880112),60603-20210112
60603,01/13/2021,2,124,2,92,0.087,0,32,0.03,1052,POINT (-87.625473 41.880112),60603-20210113
60603,01/14/2021,5,129,4,96,0.091,1,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210114
60603,01/15/2021,11,140,11,107,0.102,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210115
60603,01/16/2021,35,175,35,142,0.135,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210116
60603,01/17/2021,2,177,2,144,0.137,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210117
60603,01/18/2021,3,180,3,147,0.14,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210118
60603,01/19/2021,0,180,0,147,0.14,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210119
60603,01/20/2021,7,187,7,154,0.146,0,33,0.031,1052,POINT (-87.625473 41.880112),60603-20210120
60603,01/21/2021,13,200,10,164,0.156,3,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210121
60603,01/22/2021,23,223,23,187,0.178,0,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210122
60603,01/23/2021,9,232,9,196,0.186,0,36,0.034,1052,POINT (-87.625473 41.880112),60603-20210123
60603,01/24/2021,2,234,1,197,0.187,1,37,0.035,1052,POINT (-87.625473 41.880112),60603-20210124
60603,01/25/2021,4,238,3,200,0.19,1,38,0.036,1052,POINT (-87.625473 41.880112),60603-20210125
60603,01/26/2021,6,244,4,204,0.194,2,40,0.038,1052,POINT (-87.625473 41.880112),60603-20210126
60603,01/27/2021,68,312,68,272,0.259,0,40,0.038,1052,POINT (-87.625473 41.880112),60603-20210127
60603,01/28/2021,9,321,7,279,0.265,2,42,0.04,1052,POINT (-87.625473 41.880112),60603-20210128
60603,01/29/2021,8,329,7,286,0.272,1,43,0.041,1052,POINT (-87.625473 41.880112),60603-20210129
60603,01/30/2021,9,338,8,294,0.279,1,44,0.042,1052,POINT (-87.625473 41.880112),60603-20210130
60603,01/31/2021,0,338,0,294,0.279,0,44,0.042,1052,POINT (-87.625473 41.880112),60603-20210131
60603,02/01/2021,3,341,2,296,0.281,1,45,0.043,1052,POINT (-87.625473 41.880112),60603-20210201
60603,02/02/2021,9,350,5,301,0.286,4,49,0.047,1052,POINT (-87.625473 41.880112),60603-20210202
60603,02/03/2021,18,368,17,318,0.302,1,50,0.048,1052,POINT (-87.625473 41.880112),60603-20210203
60603,02/04/2021,10,378,5,323,0.307,5,55,0.052,1052,POINT (-87.625473 41.880112),60603-20210204
60603,02/05/2021,13,391,7,330,0.314,6,61,0.058,1052,POINT (-87.625473 41.880112),60603-20210205
60603,02/06/2021,38,429,12,342,0.325,26,87,0.083,1052,POINT (-87.625473 41.880112),60603-20210206
60603,02/07/2021,2,431,2,344,0.327,0,87,0.083,1052,POINT (-87.625473 41.880112),60603-20210207
60604,12/15/2020,0,0,0,0,0,0,0,0,823,POINT (-87.629029 41.878153),60604-20201215
60604,12/16/2020,0,0,0,0,0,0,0,0,823,POINT (-87.629029 41.878153),60604-20201216
60604,12/17/2020,0,0,0,0,0,0,0,0,823,POINT (-87.629029 41.878153),60604-20201217
60604,12/18/2020,5,5,5,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201218
60604,12/19/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201219
60604,12/20/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201220
60604,12/21/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201221
60604,12/22/2020,0,5,0,5,0.006,0,0,0,823,POINT (-87.629029 41.878153),60604-20201222
60604,12/23/2020,1,6,1,6,0.007,0,0,0,823,POINT (-87.629029 41.878153),60604-20201223
60604,12/24/2020,1,7,1,7,0.009,0,0,0,823,POINT (-87.629029 41.878153),60604-20201224
60604,12/25/2020,0,7,0,7,0.009,0,0,0,823,POINT (-87.629029 41.878153),60604-20201225
60604,12/26/2020,0,7,0,7,0.009,0,0,0,823,POINT (-87.629029 41.878153),60604-20201226
60604,12/27/2020,0,7,0,7,0.009,0,0,0,823,POINT (-87.629029 41.878153),60604-20201227
60604,12/28/2020,1,8,1,8,0.01,0,0,0,823,POINT (-87.629029 41.878153),60604-20201228
60604,12/29/2020,1,9,1,9,0.011,0,0,0,823,POINT (-87.629029 41.878153),60604-20201229
60604,12/30/2020,1,10,1,10,0.012,0,0,0,823,POINT (-87.629029 41.878153),60604-20201230
60604,12/31/2020,1,11,1,11,0.013,0,0,0,823,POINT (-87.629029 41.878153),60604-20201231
60604,01/01/2021,0,11,0,11,0.013,0,0,0,823,POINT (-87.629029 41.878153),60604-20210101
60604,01/02/2021,0,11,0,11,0.013,0,0,0,823,POINT (-87.629029 41.878153),60604-20210102
60604,01/03/2021,0,11,0,11,0.013,0,0,0,823,POINT (-87.629029 41.878153),60604-20210103
60604,01/04/2021,1,12,1,12,0.015,0,0,0,823,POINT (-87.629029 41.878153),60604-20210104
60604,01/05/2021,2,14,2,14,0.017,0,0,0,823,POINT (-87.629029 41.878153),60604-20210105
60604,01/06/2021,1,15,1,15,0.018,0,0,0,823,POINT (-87.629029 41.878153),60604-20210106
60604,01/07/2021,3,18,1,16,0.019,2,2,0.002,823,POINT (-87.629029 41.878153),60604-20210107
60604,01/08/2021,4,22,2,18,0.022,2,4,0.005,823,POINT (-87.629029 41.878153),60604-20210108
60604,01/09/2021,2,24,1,19,0.023,1,5,0.006,823,POINT (-87.629029 41.878153),60604-20210109
60604,01/10/2021,0,24,0,19,0.023,0,5,0.006,823,POINT (-87.629029 41.878153),60604-20210110
60604,01/11/2021,1,25,1,20,0.024,0,5,0.006,823,POINT (-87.629029 41.878153),60604-20210111
60604,01/12/2021,0,25,0,20,0.024,0,5,0.006,823,POINT (-87.629029 41.878153),60604-20210112
60604,01/13/2021,10,35,9,29,0.035,1,6,0.007,823,POINT (-87.629029 41.878153),60604-20210113
60604,01/14/2021,4,39,3,32,0.039,1,7,0.009,823,POINT (-87.629029 41.878153),60604-20210114
60604,01/15/2021,3,42,3,35,0.043,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210115
60604,01/16/2021,2,44,2,37,0.045,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210116
60604,01/17/2021,3,47,3,40,0.049,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210117
60604,01/18/2021,0,47,0,40,0.049,0,7,0.009,823,POINT (-87.629029 41.878153),60604-20210118
60604,01/19/2021,9,56,7,47,0.057,2,9,0.011,823,POINT (-87.629029 41.878153),60604-20210119
60604,01/20/2021,3,59,3,50,0.061,0,9,0.011,823,POINT (-87.629029 41.878153),60604-20210120
60604,01/21/2021,9,68,7,57,0.069,2,11,0.013,823,POINT (-87.629029 41.878153),60604-20210121
60604,01/22/2021,8,76,8,65,0.079,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210122
60604,01/23/2021,5,81,5,70,0.085,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210123
60604,01/24/2021,2,83,2,72,0.087,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210124
60604,01/25/2021,20,103,20,92,0.112,0,11,0.013,823,POINT (-87.629029 41.878153),60604-20210125
60604,01/26/2021,19,122,18,110,0.134,1,12,0.015,823,POINT (-87.629029 41.878153),60604-20210126
60604,01/27/2021,15,137,14,124,0.151,1,13,0.016,823,POINT (-87.629029 41.878153),60604-20210127
60604,01/28/2021,20,157,19,143,0.174,1,14,0.017,823,POINT (-87.629029 41.878153),60604-20210128
60604,01/29/2021,22,179,20,163,0.198,2,16,0.019,823,POINT (-87.629029 41.878153),60604-20210129
60604,01/30/2021,1,180,1,164,0.199,0,16,0.019,823,POINT (-87.629029 41.878153),60604-20210130
60604,01/31/2021,2,182,1,165,0.2,1,17,0.021,823,POINT (-87.629029 41.878153),60604-20210131
60604,02/01/2021,5,187,5,170,0.207,0,17,0.021,823,POINT (-87.629029 41.878153),60604-20210201
60604,02/02/2021,8,195,7,177,0.215,1,18,0.022,823,POINT (-87.629029 41.878153),60604-20210202
60604,02/03/2021,7,202,6,183,0.222,1,19,0.023,823,POINT (-87.629029 41.878153),60604-20210203
60604,02/04/2021,5,207,5,188,0.228,0,19,0.023,823,POINT (-87.629029 41.878153),60604-20210204
60604,02/05/2021,10,217,8,196,0.238,2,21,0.026,823,POINT (-87.629029 41.878153),60604-20210205
60604,02/06/2021,3,220,1,197,0.239,2,23,0.028,823,POINT (-87.629029 41.878153),60604-20210206
60604,02/07/2021,1,221,1,198,0.241,0,23,0.028,823,POINT (-87.629029 41.878153),60604-20210207
60605,01/15/2021,86,3445,62,2252,0.077,24,1193,0.041,29060,POINT (-87.623449 41.867824),60605-20210115
60605,01/16/2021,52,3497,28,2280,0.078,24,1217,0.042,29060,POINT (-87.623449 41.867824),60605-20210116
60605,01/17/2021,29,3526,15,2295,0.079,14,1231,0.042,29060,POINT (-87.623449 41.867824),60605-20210117
60605,01/18/2021,93,3619,40,2335,0.08,53,1284,0.044,29060,POINT (-87.623449 41.867824),60605-20210118
60605,01/19/2021,120,3739,55,2390,0.082,65,1349,0.046,29060,POINT (-87.623449 41.867824),60605-20210119
60605,01/20/2021,128,3867,42,2432,0.084,86,1435,0.049,29060,POINT (-87.623449 41.867824),60605-20210120
60605,01/21/2021,169,4036,120,2552,0.088,49,1484,0.051,29060,POINT (-87.623449 41.867824),60605-20210121
60605,01/22/2021,214,4250,193,2745,0.094,21,1505,0.052,29060,POINT (-87.623449 41.867824),60605-20210122
60605,01/23/2021,97,4347,84,2829,0.097,13,1518,0.052,29060,POINT (-87.623449 41.867824),60605-20210123
60605,01/24/2021,31,4378,30,2859,0.098,1,1519,0.052,29060,POINT (-87.623449 41.867824),60605-20210124
60605,01/25/2021,154,4532,86,2945,0.101,68,1587,0.055,29060,POINT (-87.623449 41.867824),60605-20210125
60605,01/26/2021,132,4664,72,3017,0.104,60,1647,0.057,29060,POINT (-87.623449 41.867824),60605-20210126
60605,01/27/2021,165,4829,129,3146,0.108,36,1683,0.058,29060,POINT (-87.623449 41.867824),60605-20210127
60605,01/28/2021,203,5032,159,3305,0.114,44,1727,0.059,29060,POINT (-87.623449 41.867824),60605-20210128
60601,02/21/2021,12,3275,1,2137,0.142,11,1138,0.075,15083,POINT (-87.622844 41.886262),60601-20210221
60601,02/22/2021,39,3314,15,2152,0.143,24,1162,0.077,15083,POINT (-87.622844 41.886262),60601-20210222
60601,02/23/2021,93,3407,64,2216,0.147,29,1191,0.079,15083,POINT (-87.622844 41.886262),60601-20210223
60602,02/11/2021,19,426,8,320,0.279,11,106,0.093,1145,POINT (-87.628309 41.883136),60602-20210211
60602,02/12/2021,38,464,17,337,0.294,21,127,0.111,1145,POINT (-87.628309 41.883136),60602-20210212
60602,02/13/2021,18,482,5,342,0.299,13,140,0.122,1145,POINT (-87.628309 41.883136),60602-20210213
60602,02/14/2021,2,484,1,343,0.3,1,141,0.123,1145,POINT (-87.628309 41.883136),60602-20210214
60602,02/15/2021,7,491,6,349,0.305,1,142,0.124,1145,POINT (-87.628309 41.883136),60602-20210215
60602,02/16/2021,10,501,7,356,0.311,3,145,0.127,1145,POINT (-87.628309 41.883136),60602-20210216
60602,02/17/2021,6,507,1,357,0.312,5,150,0.131,1145,POINT (-87.628309 41.883136),60602-20210217
60602,02/18/2021,18,525,7,364,0.318,11,161,0.141,1145,POINT (-87.628309 41.883136),60602-20210218
60602,02/19/2021,14,539,6,370,0.323,8,169,0.148,1145,POINT (-87.628309 41.883136),60602-20210219
60602,02/20/2021,12,551,2,372,0.325,10,179,0.156,1145,POINT (-87.628309 41.883136),60602-20210220
60602,02/21/2021,0,551,0,372,0.325,0,179,0.156,1145,POINT (-87.628309 41.883136),60602-20210221
60602,02/22/2021,11,562,2,374,0.327,9,188,0.164,1145,POINT (-87.628309 41.883136),60602-20210222
60602,02/23/2021,13,575,3,377,0.329,10,198,0.173,1145,POINT (-87.628309 41.883136),60602-20210223
60603,02/08/2021,8,439,6,350,0.333,2,89,0.085,1052,POINT (-87.625473 41.880112),60603-20210208
60603,02/09/2021,13,452,11,361,0.343,2,91,0.087,1052,POINT (-87.625473 41.880112),60603-20210209
60603,02/10/2021,18,470,16,377,0.358,2,93,0.088,1052,POINT (-87.625473 41.880112),60603-20210210
60603,02/11/2021,8,478,1,378,0.359,7,100,0.095,1052,POINT (-87.625473 41.880112),60603-20210211
60603,02/12/2021,19,497,5,383,0.364,14,114,0.108,1052,POINT (-87.625473 41.880112),60603-20210212
60603,02/13/2021,7,504,4,387,0.368,3,117,0.111,1052,POINT (-87.625473 41.880112),60603-20210213
60603,02/14/2021,4,508,3,390,0.371,1,118,0.112,1052,POINT (-87.625473 41.880112),60603-20210214
60603,02/15/2021,4,512,2,392,0.373,2,120,0.114,1052,POINT (-87.625473 41.880112),60603-20210215
60603,02/16/2021,7,519,5,397,0.377,2,122,0.116,1052,POINT (-87.625473 41.880112),60603-20210216
60603,02/17/2021,10,529,3,400,0.38,7,129,0.123,1052,POINT (-87.625473 41.880112),60603-20210217
60603,02/18/2021,9,538,6,406,0.386,3,132,0.125,1052,POINT (-87.625473 41.880112),60603-20210218
60603,02/19/2021,10,548,2,408,0.388,8,140,0.133,1052,POINT (-87.625473 41.880112),60603-20210219
60603,02/20/2021,12,560,1,409,0.389,11,151,0.144,1052,POINT (-87.625473 41.880112),60603-20210220
60603,02/21/2021,1,561,1,410,0.39,0,151,0.144,1052,POINT (-87.625473 41.880112),60603-20210221
60603,02/22/2021,6,567,2,412,0.392,4,155,0.147,1052,POINT (-87.625473 41.880112),60603-20210222
60603,02/23/2021,30,597,12,424,0.403,18,173,0.164,1052,POINT (-87.625473 41.880112),60603-20210223
60604,02/08/2021,9,230,8,206,0.25,1,24,0.029,823,POINT (-87.629029 41.878153),60604-20210208
60604,02/09/2021,19,249,14,220,0.267,5,29,0.035,823,POINT (-87.629029 41.878153),60604-20210209
60604,02/10/2021,18,267,8,228,0.277,10,39,0.047,823,POINT (-87.629029 41.878153),60604-20210210
60604,02/11/2021,18,285,11,239,0.29,7,46,0.056,823,POINT (-87.629029 41.878153),60604-20210211
60604,02/12/2021,14,299,4,243,0.295,10,56,0.068,823,POINT (-87.629029 41.878153),60604-20210212
60604,02/13/2021,6,305,2,245,0.298,4,60,0.073,823,POINT (-87.629029 41.878153),60604-20210213
60604,02/14/2021,2,307,0,245,0.298,2,62,0.075,823,POINT (-87.629029 41.878153),60604-20210214
60604,02/15/2021,0,307,0,245,0.298,0,62,0.075,823,POINT (-87.629029 41.878153),60604-20210215
60604,02/16/2021,5,312,4,249,0.303,1,63,0.077,823,POINT (-87.629029 41.878153),60604-20210216
60604,02/17/2021,6,318,2,251,0.305,4,67,0.081,823,POINT (-87.629029 41.878153),60604-20210217
60604,02/18/2021,8,326,4,255,0.31,4,71,0.086,823,POINT (-87.629029 41.878153),60604-20210218
60604,02/19/2021,7,333,3,258,0.313,4,75,0.091,823,POINT (-87.629029 41.878153),60604-20210219
60604,02/20/2021,2,335,1,259,0.315,1,76,0.092,823,POINT (-87.629029 41.878153),60604-20210220
60604,02/21/2021,5,340,2,261,0.317,3,79,0.096,823,POINT (-87.629029 41.878153),60604-20210221
60604,02/22/2021,27,367,3,264,0.321,24,103,0.125,823,POINT (-87.629029 41.878153),60604-20210222
60604,02/23/2021,28,395,5,269,0.327,23,126,0.153,823,POINT (-87.629029 41.878153),60604-20210223
60605,02/02/2021,174,5648,100,3743,0.129,74,1905,0.066,29060,POINT (-87.623449 41.867824),60605-20210202
60605,02/03/2021,146,5794,104,3847,0.132,42,1947,0.067,29060,POINT (-87.623449 41.867824),60605-20210203
60605,02/04/2021,214,6008,168,4015,0.138,46,1993,0.069,29060,POINT (-87.623449 41.867824),60605-20210204
60605,02/05/2021,234,6242,184,4199,0.144,50,2043,0.07,29060,POINT (-87.623449 41.867824),60605-20210205
60605,02/06/2021,113,6355,73,4272,0.147,40,2083,0.072,29060,POINT (-87.623449 41.867824),60605-20210206
60605,02/07/2021,30,6385,26,4298,0.148,4,2087,0.072,29060,POINT (-87.623449 41.867824),60605-20210207
60605,02/08/2021,122,6507,79,4377,0.151,43,2130,0.073,29060,POINT (-87.623449 41.867824),60605-20210208
60605,02/09/2021,119,6626,74,4451,0.153,45,2175,0.075,29060,POINT (-87.623449 41.867824),60605-20210209
60605,02/10/2021,216,6842,159,4610,0.159,57,2232,0.077,29060,POINT (-87.623449 41.867824),60605-20210210
60609,01/25/2021,104,1726,85,1417,0.023,19,309,0.005,60939,POINT (-87.653382 41.812017),60609-20210125
60605,02/11/2021,205,7047,84,4694,0.162,121,2353,0.081,29060,POINT (-87.623449 41.867824),60605-20210211
60605,02/12/2021,270,7317,110,4804,0.165,160,2513,0.086,29060,POINT (-87.623449 41.867824),60605-20210212
60605,02/13/2021,130,7447,67,4871,0.168,63,2576,0.089,29060,POINT (-87.623449 41.867824),60605-20210213
60605,02/14/2021,32,7479,18,4889,0.168,14,2590,0.089,29060,POINT (-87.623449 41.867824),60605-20210214
60605,02/15/2021,93,7572,60,4949,0.17,33,2623,0.09,29060,POINT (-87.623449 41.867824),60605-20210215
60605,02/16/2021,160,7732,121,5070,0.174,39,2662,0.092,29060,POINT (-87.623449 41.867824),60605-20210216
60605,02/17/2021,164,7896,54,5124,0.176,110,2772,0.095,29060,POINT (-87.623449 41.867824),60605-20210217
60605,02/18/2021,197,8093,80,5204,0.179,117,2889,0.099,29060,POINT (-87.623449 41.867824),60605-20210218
60605,02/19/2021,234,8327,68,5272,0.181,166,3055,0.105,29060,POINT (-87.623449 41.867824),60605-20210219
60605,02/20/2021,79,8406,26,5298,0.182,53,3108,0.107,29060,POINT (-87.623449 41.867824),60605-20210220
60605,02/21/2021,44,8450,8,5306,0.183,36,3144,0.108,29060,POINT (-87.623449 41.867824),60605-20210221
60605,02/22/2021,145,8595,48,5354,0.184,97,3241,0.112,29060,POINT (-87.623449 41.867824),60605-20210222
60606,02/21/2021,4,870,1,571,0.174,3,299,0.091,3287,POINT (-87.63676 41.882634),60606-20210221
60606,02/22/2021,12,882,3,574,0.175,9,308,0.094,3287,POINT (-87.63676 41.882634),60606-20210222
60606,02/23/2021,24,906,11,585,0.178,13,321,0.098,3287,POINT (-87.63676 41.882634),60606-20210223
60607,02/16/2021,98,7710,62,4982,0.17,36,2728,0.093,29293,POINT (-87.652727 41.876104),60607-20210216
60607,02/17/2021,163,7873,75,5057,0.173,88,2816,0.096,29293,POINT (-87.652727 41.876104),60607-20210217
60607,02/18/2021,170,8043,66,5123,0.175,104,2920,0.1,29293,POINT (-87.652727 41.876104),60607-20210218
60607,02/19/2021,157,8200,66,5189,0.177,91,3011,0.103,29293,POINT (-87.652727 41.876104),60607-20210219
60607,02/20/2021,81,8281,22,5211,0.178,59,3070,0.105,29293,POINT (-87.652727 41.876104),60607-20210220
60607,02/21/2021,27,8308,7,5218,0.178,20,3090,0.105,29293,POINT (-87.652727 41.876104),60607-20210221
60607,02/22/2021,128,8436,57,5275,0.18,71,3161,0.108,29293,POINT (-87.652727 41.876104),60607-20210222
60607,02/23/2021,209,8645,54,5329,0.182,155,3316,0.113,29293,POINT (-87.652727 41.876104),60607-20210223
60608,01/25/2021,248,4022,179,3148,0.039,69,874,0.011,80059,POINT (-87.670366 41.849879),60608-20210125
60608,01/26/2021,207,4229,154,3302,0.041,53,927,0.012,80059,POINT (-87.670366 41.849879),60608-20210126
60608,01/27/2021,331,4560,279,3581,0.045,52,979,0.012,80059,POINT (-87.670366 41.849879),60608-20210127
60608,01/28/2021,303,4863,249,3830,0.048,54,1033,0.013,80059,POINT (-87.670366 41.849879),60608-20210128
60608,01/29/2021,363,5226,303,4133,0.052,60,1093,0.014,80059,POINT (-87.670366 41.849879),60608-20210129
60608,01/30/2021,229,5455,191,4324,0.054,38,1131,0.014,80059,POINT (-87.670366 41.849879),60608-20210130
60608,01/31/2021,34,5489,30,4354,0.054,4,1135,0.014,80059,POINT (-87.670366 41.849879),60608-20210131
60608,02/01/2021,242,5731,213,4567,0.057,29,1164,0.015,80059,POINT (-87.670366 41.849879),60608-20210201
60608,02/02/2021,334,6065,263,4830,0.06,71,1235,0.015,80059,POINT (-87.670366 41.849879),60608-20210202
60608,02/03/2021,438,6503,367,5197,0.065,71,1306,0.016,80059,POINT (-87.670366 41.849879),60608-20210203
60608,02/04/2021,405,6908,321,5518,0.069,84,1390,0.017,80059,POINT (-87.670366 41.849879),60608-20210204
60608,02/05/2021,405,7313,344,5862,0.073,61,1451,0.018,80059,POINT (-87.670366 41.849879),60608-20210205
60608,02/06/2021,326,7639,215,6077,0.076,111,1562,0.02,80059,POINT (-87.670366 41.849879),60608-20210206
60608,02/07/2021,144,7783,83,6160,0.077,61,1623,0.02,80059,POINT (-87.670366 41.849879),60608-20210207
60608,02/08/2021,263,8046,211,6371,0.08,52,1675,0.021,80059,POINT (-87.670366 41.849879),60608-20210208
60608,02/09/2021,328,8374,262,6633,0.083,66,1741,0.022,80059,POINT (-87.670366 41.849879),60608-20210209
60608,02/10/2021,471,8845,356,6989,0.087,115,1856,0.023,80059,POINT (-87.670366 41.849879),60608-20210210
60608,02/11/2021,497,9342,293,7282,0.091,204,2060,0.026,80059,POINT (-87.670366 41.849879),60608-20210211
60608,02/12/2021,413,9755,239,7521,0.094,174,2234,0.028,80059,POINT (-87.670366 41.849879),60608-20210212
60608,02/13/2021,252,10007,154,7675,0.096,98,2332,0.029,80059,POINT (-87.670366 41.849879),60608-20210213
60608,02/14/2021,38,10045,24,7699,0.096,14,2346,0.029,80059,POINT (-87.670366 41.849879),60608-20210214
60608,02/15/2021,241,10286,204,7903,0.099,37,2383,0.03,80059,POINT (-87.670366 41.849879),60608-20210215
60608,02/16/2021,196,10482,143,8046,0.101,53,2436,0.03,80059,POINT (-87.670366 41.849879),60608-20210216
60608,02/17/2021,466,10948,232,8278,0.103,234,2670,0.033,80059,POINT (-87.670366 41.849879),60608-20210217
60608,02/18/2021,352,11300,199,8477,0.106,153,2823,0.035,80059,POINT (-87.670366 41.849879),60608-20210218
60608,02/19/2021,363,11663,186,8663,0.108,177,3000,0.037,80059,POINT (-87.670366 41.849879),60608-20210219
60608,02/20/2021,246,11909,118,8781,0.11,128,3128,0.039,80059,POINT (-87.670366 41.849879),60608-20210220
60608,02/21/2021,54,11963,14,8795,0.11,40,3168,0.04,80059,POINT (-87.670366 41.849879),60608-20210221
60608,02/22/2021,412,12375,200,8995,0.112,212,3380,0.042,80059,POINT (-87.670366 41.849879),60608-20210222
60608,02/23/2021,389,12764,157,9152,0.114,232,3612,0.045,80059,POINT (-87.670366 41.849879),60608-20210223
60609,01/27/2021,140,1980,118,1618,0.027,22,362,0.006,60939,POINT (-87.653382 41.812017),60609-20210127
60609,01/28/2021,180,2160,155,1773,0.029,25,387,0.006,60939,POINT (-87.653382 41.812017),60609-20210128
60609,01/29/2021,230,2390,207,1980,0.032,23,410,0.007,60939,POINT (-87.653382 41.812017),60609-20210129
60609,01/30/2021,90,2480,75,2055,0.034,15,425,0.007,60939,POINT (-87.653382 41.812017),60609-20210130
60609,01/31/2021,23,2503,21,2076,0.034,2,427,0.007,60939,POINT (-87.653382 41.812017),60609-20210131
60609,02/01/2021,108,2611,92,2168,0.036,16,443,0.007,60939,POINT (-87.653382 41.812017),60609-20210201
60609,02/02/2021,151,2762,116,2284,0.037,35,478,0.008,60939,POINT (-87.653382 41.812017),60609-20210202
60609,02/03/2021,279,3041,166,2450,0.04,113,591,0.01,60939,POINT (-87.653382 41.812017),60609-20210203
60609,02/04/2021,239,3280,204,2654,0.044,35,626,0.01,60939,POINT (-87.653382 41.812017),60609-20210204
60609,02/05/2021,246,3526,214,2868,0.047,32,658,0.011,60939,POINT (-87.653382 41.812017),60609-20210205
60609,02/06/2021,111,3637,83,2951,0.048,28,686,0.011,60939,POINT (-87.653382 41.812017),60609-20210206
60609,02/07/2021,27,3664,25,2976,0.049,2,688,0.011,60939,POINT (-87.653382 41.812017),60609-20210207
60609,02/08/2021,179,3843,152,3128,0.051,27,715,0.012,60939,POINT (-87.653382 41.812017),60609-20210208
60609,02/09/2021,169,4012,144,3272,0.054,25,740,0.012,60939,POINT (-87.653382 41.812017),60609-20210209
60609,02/10/2021,308,4320,259,3531,0.058,49,789,0.013,60939,POINT (-87.653382 41.812017),60609-20210210
